peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2	Cl13_P14_Day32_H3K9me3_Rep1_S5	Cl13_P14_Day32_H3K9me3_Rep2_S6	Cl13_P14_Day32_H3K9me3_Rep3_S7	Cl13_P14_Day32_H3K9me3_Rep4_S8
peak18632	chr14	60620575	60622892	.	2318	19.64	19.58	21.21	27.11	16.29	23.64	25.22	17.67	12.25	11.46	13.46	6.91	12.45	13.11	13.07	15.83
peak18633	chr14	60820233	60826649	.	6417	46.12	51.63	63.63	51.68	57.9	49.03	50.44	57.04	67.39	68.75	53.84	63.35	49.82	76.49	57.02	75.76
peak18634	chr14	60830769	60832795	.	2027	33.31	44.51	35.89	29.65	38	26.27	33.92	27.31	19.61	31.25	30.59	26.49	38.5	26.23	32.08	28.27
peak18636	chr14	60875234	60881445	.	6212	88.82	92.57	88.92	86.42	86.85	83.18	66.97	77.92	80.87	77.09	74.64	82.93	78.12	93.97	74.84	93.86
peak18637	chr14	60885077	60888652	.	3576	49.53	46.29	45.68	51.68	55.19	47.28	46.96	51.41	14.7	12.5	9.79	19.58	16.98	20.76	26.14	6.78
peak18638	chr14	60960163	60961928	.	1766	9.39	11.57	8.16	14.4	11.76	11.38	14.79	13.66	19.61	17.71	12.24	12.67	13.59	26.23	23.76	18.09
peak18639	chr14	61116121	61121605	.	5485	46.12	41.84	34.26	40.67	48.86	37.65	42.62	45.79	46.56	42.71	39.15	47.22	44.16	53.54	42.77	47.49
peak18640	chr14	61200830	61219521	.	18692	244.26	269.71	259.41	277.04	317.56	302.93	271.35	295.62	379.86	408.34	385.41	339.78	208.33	242.59	237.6	247.65
peak18641	chr14	61246573	61249585	.	3013	50.39	59.64	63.63	70.32	56.09	52.53	57.4	61.05	35.53	50	47.72	48.38	49.82	56.82	43.96	53.15
peak18642	chr14	61478178	61486172	.	7995	96.51	111.27	115.84	97.43	93.19	114.69	101.76	120.5	64.94	83.34	62.4	64.5	66.8	83.05	54.65	70.11
peak18643	chr14	61505859	61510298	.	4440	29.89	56.97	46.5	38.97	52.47	44.65	44.36	40.97	34.31	19.79	15.91	35.71	41.89	36.06	52.27	44.1
peak18644	chr14	61513730	61515875	.	2146	22.21	24.03	22.03	18.64	27.14	34.15	21.74	22.49	12.25	12.5	14.68	16.13	29.44	21.85	17.82	20.35
peak18645	chr14	61561119	61565338	.	4220	34.16	17.8	31.81	38.12	37.09	21.89	26.09	25.71	30.63	30.21	36.71	27.64	52.08	45.89	61.78	39.58
peak18646	chr14	61580799	61586578	.	5780	73.45	60.53	77.5	77.1	76	76.17	81.75	70.69	63.72	73.96	73.41	66.8	73.6	74.31	71.28	72.37
peak18647	chr14	61714301	61717692	.	3392	33.31	29.37	37.53	41.51	33.48	55.16	50.44	44.99	73.52	47.92	44.05	70.26	78.12	90.7	81.97	89.33
peak18648	chr14	61731912	61737347	.	5436	52.1	68.54	64.45	66.08	64.24	72.67	68.71	51.41	75.97	61.46	70.96	57.59	103.03	80.86	84.35	84.81
peak18649	chr14	61791251	61794274	.	3024	20.5	23.14	21.21	24.57	25.33	19.26	16.52	16.87	11.03	14.58	17.13	20.73	19.25	16.39	16.63	20.35
peak18650	chr14	61901788	61902895	.	1108	11.96	12.46	15.5	7.62	8.14	7	11.31	10.44	14.7	14.58	12.24	13.82	24.91	14.21	17.82	15.83
peak18651	chr14	61935538	61937664	.	2127	37.58	37.39	44.05	50.83	44.33	37.65	31.31	40.17	12.25	22.92	23.25	18.43	26.04	36.06	13.07	16.96
peak18652	chr14	61961380	61963645	.	2266	27.33	35.61	35.89	38.12	28.05	41.15	25.22	32.94	19.61	22.92	26.92	23.04	37.36	28.41	24.95	27.14
peak18653	chr14	62054720	62056158	.	1439	16.23	21.36	16.32	18.64	17.19	21.01	20	26.51	13.48	9.38	9.79	5.76	14.72	15.3	17.82	16.96
peak18654	chr14	62107438	62111512	.	4075	62.35	51.63	43.24	44.9	53.38	48.15	51.31	59.45	53.91	43.75	52.61	47.22	49.82	43.71	41.58	52.02
peak18656	chr14	62134582	62136747	.	2166	29.89	32.04	32.63	27.96	22.62	21.01	26.09	24.1	26.96	27.08	20.8	21.88	38.5	27.32	32.08	28.27
peak18658	chr14	62262078	62268536	.	6459	67.47	93.46	77.5	77.1	79.62	81.42	83.49	87.56	58.82	82.29	86.87	66.8	84.92	90.7	62.96	73.5
peak18659	chr14	62631593	62633623	.	2031	32.45	23.14	30.18	32.19	19.9	26.27	26.96	21.69	9.8	11.46	13.46	10.37	16.98	13.11	14.26	12.44
peak18660	chr14	62642651	62647192	.	4542	57.22	58.75	61.18	62.69	66.05	54.28	66.1	58.64	74.75	91.67	75.86	79.47	104.17	85.23	81.97	92.73
peak18661	chr14	62837025	62841808	.	4784	3.42	12.46	9.79	7.62	10.86	6.13	5.22	5.62	7.35	14.58	12.24	5.76	24.91	24.04	10.69	15.83
peak18662	chr14	62848007	62850088	.	2082	19.64	24.03	29.37	23.72	24.43	21.01	27.83	25.71	34.31	25	18.35	18.43	26.04	18.58	21.38	27.14
peak18663	chr14	62859939	62861763	.	1825	11.96	13.35	13.87	13.56	3.62	13.13	7.83	9.64	22.06	14.58	8.56	9.21	24.91	16.39	13.07	23.75
peak18664	chr14	62985719	62986936	.	1218	19.64	19.58	22.84	14.4	17.19	15.76	13.92	20.08	3.68	4.17	8.56	6.91	7.93	12.02	7.13	5.65
peak18665	chr14	63112633	63114361	.	1729	17.08	4.45	17.13	9.32	20.81	14.88	18.26	12.05	18.38	18.75	24.47	19.58	19.25	14.21	15.44	15.83
peak18666	chr14	63642429	63649531	.	7103	101.63	81	87.29	96.58	95.9	90.18	82.62	86.76	140.91	112.5	129.69	109.42	157.38	150.8	136.62	135.7
peak18667	chr14	64178991	64180416	.	1426	29.89	25.81	31	39.82	21.71	28.02	28.7	24.9	4.9	17.71	8.56	9.21	10.19	10.93	14.26	19.22
peak18668	chr14	64224576	64226508	.	1933	27.33	24.92	26.92	22.87	27.14	30.64	26.96	20.89	7.35	8.33	7.34	4.61	5.66	7.65	1.19	7.92
peak18669	chr14	64290335	64292505	.	2171	14.52	21.36	16.32	17.79	15.38	12.26	15.65	21.69	25.73	20.83	25.69	13.82	22.64	15.3	22.57	23.75
peak18670	chr14	64380653	64381845	.	1193	9.39	10.68	10.6	11.86	11.76	12.26	7.83	10.44	23.28	17.71	24.47	21.88	35.1	33.87	30.89	35.06
peak18671	chr14	64462964	64468456	.	5493	59.78	69.43	57.92	64.39	64.24	65.66	82.62	73.91	90.68	89.59	81.98	82.93	109.83	86.33	99.79	111.95
peak18672	chr14	64475829	64479248	.	3420	34.16	38.28	23.66	34.74	33.48	27.14	30.44	25.71	35.53	30.21	23.25	36.86	36.23	30.6	27.32	24.88
peak18673	chr14	64504794	64510996	.	6203	55.51	49.85	47.31	36.43	38.9	57.79	46.96	51.41	58.82	71.88	53.84	64.5	72.46	75.4	70.09	81.42
peak18674	chr14	64513813	64516455	.	2643	12.81	13.35	13.05	6.78	20.81	15.76	7.83	11.25	12.25	11.46	8.56	17.28	18.12	16.39	9.5	18.09
peak18675	chr14	64871442	64873408	.	1967	14.52	9.79	13.87	11.86	13.57	7.88	15.65	8.03	18.38	16.67	13.46	20.73	19.25	15.3	26.14	19.22
peak18676	chr14	64937080	64940139	.	3060	40.14	44.51	44.87	42.36	40.71	42.9	52.18	39.36	51.46	51.04	51.39	42.62	43.03	60.1	49.9	47.49
peak18677	chr14	65004157	65005819	.	1663	8.54	14.24	17.13	14.4	16.29	12.26	23.48	16.07	23.28	12.5	23.25	18.43	21.51	17.48	10.69	23.75
peak18678	chr14	65128847	65135120	.	6274	40.14	56.08	53.84	66.08	57	61.29	60.01	50.61	73.52	69.79	57.51	52.98	57.74	66.66	80.79	59.93
peak18679	chr14	65178577	65183585	.	5009	77.72	74.77	81.58	88.96	83.24	75.3	76.53	77.12	79.65	85.42	96.66	99.05	123.41	111.46	117.61	94.99
peak18680	chr14	65277634	65284790	.	7157	54.66	56.97	56.29	61	61.52	52.53	52.18	50.61	52.69	54.17	78.31	70.26	67.93	73.21	66.53	80.29
peak18681	chr14	65328267	65330937	.	2671	9.39	5.34	8.97	7.62	9.05	14.88	13.05	14.46	18.38	21.88	20.8	18.43	35.1	39.34	41.58	33.92
peak18682	chr14	65585104	65586764	.	1661	10.25	14.24	13.87	7.62	6.33	20.14	8.7	12.05	6.13	13.54	8.56	14.97	13.59	12.02	19.01	14.7
peak18683	chr14	65625767	65632728	.	6962	42.7	41.84	44.05	36.43	51.57	51.66	44.36	47.4	29.41	28.13	50.16	39.16	50.95	41.52	48.71	61.06
peak18684	chr14	65769150	65772352	.	3203	22.21	33.83	14.68	20.33	20.81	20.14	20	16.07	11.03	5.21	8.56	12.67	12.45	14.21	14.26	13.57
peak18685	chr14	65800794	65805446	.	4653	3.42	6.23	1.63	10.17	9.05	6.13	5.22	5.62	9.8	8.33	8.56	14.97	24.91	15.3	21.38	11.31
peak18686	chr14	65893674	65898578	.	4905	51.24	37.39	41.6	48.29	41.62	51.66	46.09	40.97	13.48	10.42	22.02	21.88	18.12	16.39	26.14	23.75
peak18687	chr14	65908774	65911382	.	2609	17.08	24.03	17.95	22.87	28.95	14.88	16.52	16.87	4.9	12.5	11.01	6.91	12.45	17.48	14.26	9.05
peak18688	chr14	66059649	66066910	.	7262	112.73	139.75	109.31	142.33	123.04	119.95	133.07	130.14	60.04	56.25	69.74	56.44	62.27	56.82	68.9	47.49
peak18689	chr14	66198754	66206958	.	8205	22.21	25.81	26.1	28.81	27.14	27.14	37.4	31.33	39.21	36.46	39.15	40.31	53.22	46.99	38.02	33.92
peak18690	chr14	66287703	66289028	.	1326	12.81	14.24	11.42	20.33	18.09	20.14	20	12.05	20.83	15.63	15.91	13.82	20.38	27.32	32.08	14.7
peak18691	chr14	66400462	66402250	.	1789	13.66	20.47	13.05	15.25	14.48	14.01	14.79	12.05	2.45	2.08	3.67	3.46	4.53	5.46	3.56	7.92
peak18692	chr14	66451612	66470409	.	18798	171.66	166.46	168.05	137.25	159.23	148.84	158.29	167.09	185.03	169.8	171.29	157.8	156.25	181.39	167.51	177.54
peak18693	chr14	66504691	66512518	.	7828	31.6	31.15	22.84	28.81	15.38	17.51	28.7	22.49	44.11	31.25	25.69	36.86	22.64	18.58	24.95	16.96
peak18694	chr14	66537617	66541626	.	4010	11.96	13.35	17.95	9.32	11.76	7.88	9.57	11.25	18.38	26.04	31.81	24.19	7.93	7.65	15.44	5.65
peak18695	chr14	66555779	66564509	.	8731	18.79	17.8	16.32	14.4	28.95	9.63	17.39	24.1	60.04	56.25	36.71	52.98	24.91	18.58	22.57	23.75
peak18696	chr14	66571109	66584871	.	13763	76.01	73.88	59.55	74.55	58.81	69.17	69.58	68.28	106.6	100	117.46	126.7	52.08	44.8	57.02	33.92
peak18697	chr14	66586271	66594076	.	7806	32.45	35.61	28.55	39.82	26.24	29.77	26.96	29.72	51.46	61.46	48.94	55.29	32.84	10.93	34.45	14.7
peak18698	chr14	66595050	66604344	.	9295	54.66	58.75	52.21	60.15	57	49.03	53.92	54.63	52.69	61.46	58.73	62.2	32.84	40.43	40.39	36.19
peak18699	chr14	66611806	66626793	.	14988	100.78	112.16	107.68	111.83	114	102.44	101.76	98	123.76	135.42	102.78	149.73	84.92	104.9	91.48	99.51
peak18700	chr14	66673818	66677558	.	3741	15.37	14.24	7.34	11.86	13.57	13.13	19.13	10.44	22.06	16.67	13.46	23.04	12.45	10.93	16.63	5.65
peak18701	chr14	66701304	66704440	.	3137	29.89	36.5	31	33.04	19.9	29.77	28.7	33.74	23.28	29.17	28.14	31.1	29.44	24.04	28.51	32.79
peak18702	chr14	66884112	66890407	.	6296	29.04	39.17	31.81	25.42	30.76	33.27	37.4	30.53	20.83	23.96	23.25	26.49	38.5	34.97	29.7	30.53
peak18703	chr14	66941856	66947283	.	5428	58.93	51.63	55.47	54.22	58.81	47.28	69.58	57.84	46.56	44.79	39.15	42.62	41.89	30.6	43.96	49.76
peak18704	chr14	67128528	67130618	.	2091	23.91	23.14	31.81	34.74	40.71	20.14	42.62	36.95	11.03	17.71	19.58	8.06	15.85	9.83	13.07	26.01
peak18705	chr14	67374651	67438431	.	63781	159.71	137.97	132.97	124.54	132.09	120.82	112.19	134.96	521.99	485.43	507.76	504.49	320.43	316.89	335.02	327.94
peak18706	chr14	67439723	67520730	.	81008	269.02	266.15	256.97	244	250.61	242.52	252.22	242.6	702.12	723.98	701.08	726.78	437.05	408.68	487.09	443.28
peak18707	chr14	67526069	67551606	.	25538	105.05	108.6	115.02	117.76	95	98.94	106.1	102.82	198.5	217.71	220.24	211.93	108.7	120.2	137.81	128.91
peak18708	chr14	67646017	67652008	.	5992	33.31	41.84	28.55	32.19	43.43	41.15	30.44	34.54	33.08	39.58	26.92	34.55	21.51	30.6	29.7	42.97
peak18710	chr14	67789648	67793223	.	3576	20.5	21.36	20.39	16.94	15.38	18.39	17.39	21.69	52.69	53.13	50.16	41.46	66.8	41.52	73.66	84.81
peak18711	chr14	67976095	67979034	.	2940	21.35	29.37	22.84	22.87	24.43	26.27	19.13	16.07	23.28	20.83	11.01	19.58	41.89	33.87	23.76	27.14
peak18712	chr14	68001317	68016456	.	15140	134.94	150.43	141.13	145.72	124.85	136.58	152.2	147.81	144.59	148.96	170.07	152.04	170.97	211.99	191.27	180.93
peak18713	chr14	68176858	68180600	.	3743	13.66	24.03	16.32	9.32	20.81	15.76	14.79	16.87	7.35	7.29	3.67	12.67	4.53	4.37	10.69	13.57
peak18714	chr14	68214895	68487885	.	272991	2352.9	2254.72	2313.52	2351.86	2140.61	2110.91	2168.19	2126.38	3109.91	3070.91	3071.05	3125.98	2035.78	2076.19	2144.37	1932.57
peak18715	chr14	68501203	68584454	.	83252	394.57	387.21	383.41	347.36	351.94	339.71	381.8	340.61	878.57	840.65	915.2	848.88	765.4	715.74	756.77	667.18
peak18716	chr14	68585947	68686243	.	100297	367.24	350.71	359.75	360.07	340.18	311.69	333.97	336.59	844.26	797.94	840.56	805.11	784.65	802.06	798.35	849.25
peak18717	chr14	68697268	68725006	.	27739	111.03	122.84	120.73	133.01	127.57	107.69	109.58	110.05	231.59	213.55	195.76	173.92	274	249.14	241.17	263.48
peak18718	chr14	68742760	68776402	.	33643	147.75	150.43	147.65	133.86	132.09	131.33	122.63	151.83	205.86	197.92	221.46	199.26	278.53	248.05	280.37	225.03
peak18719	chr14	68787456	68796977	.	9522	20.5	24.03	13.05	17.79	18.09	13.13	15.65	18.48	55.14	36.46	67.29	58.74	63.41	65.56	70.09	56.54
peak18720	chr14	68805189	68808614	.	3426	1.71	5.34	4.89	4.24	7.24	4.38	3.48	3.21	11.03	9.38	11.01	10.37	26.04	28.41	14.26	15.83
peak18721	chr14	68809161	68814568	.	5408	25.62	17.8	17.13	22.03	29.86	28.02	17.39	25.71	50.24	38.54	40.38	43.77	49.82	38.25	47.52	48.63
peak18722	chr14	68833351	68838387	.	5037	5.12	3.56	5.71	5.08	7.24	7	5.22	5.62	18.38	8.33	18.35	16.13	23.78	42.62	26.14	26.01
peak18723	chr14	68849323	68864361	.	15039	139.21	101.48	106.87	129.62	105.85	131.33	126.98	108.45	143.36	132.3	130.92	130.15	159.65	143.15	155.63	152.66
peak18724	chr14	68869574	68873672	.	4099	30.75	26.7	19.58	30.5	23.52	19.26	30.44	25.71	25.73	30.21	30.59	28.79	21.51	34.97	35.64	45.23
peak18725	chr14	68882970	68890833	.	7864	19.64	27.59	23.66	19.49	16.29	14.88	26.96	20.89	28.18	34.38	36.71	35.71	54.35	32.78	32.08	40.71
peak18726	chr14	69081830	69087223	.	5394	95.65	94.35	93.81	88.11	90.47	94.56	87.84	78.73	24.51	30.21	17.13	14.97	21.51	20.76	34.45	18.09
peak18727	chr14	69110243	69120523	.	10281	122.98	128.18	133.79	125.39	126.66	137.46	124.37	146.2	96.8	96.88	106.45	99.05	99.64	118.01	85.54	94.99
peak18728	chr14	69128805	69135124	.	6320	37.58	48.96	46.5	49.14	52.47	54.28	64.36	44.99	58.82	54.17	67.29	56.44	54.35	75.4	68.9	54.28
peak18729	chr14	69152120	69156218	.	4099	62.35	91.68	62.81	49.14	74.19	63.91	50.44	55.43	22.06	19.79	24.47	25.34	41.89	31.69	33.26	24.88
peak18731	chr14	69749607	69755260	.	5654	69.18	59.64	54.66	71.17	81.43	54.28	63.49	76.32	66.17	71.88	73.41	64.5	93.98	66.66	80.79	66.72
peak18732	chr14	69881177	69882577	.	1401	17.93	14.24	19.58	19.49	21.71	24.51	14.79	21.69	4.9	11.46	14.68	14.97	19.25	24.04	20.2	14.7
peak18733	chr14	69924119	69925383	.	1265	20.5	17.8	11.42	12.71	14.48	21.01	10.44	15.26	15.93	11.46	11.01	13.82	9.06	27.32	17.82	7.92
peak18734	chr14	70728567	70734380	.	5814	70.89	80.11	78.31	83.03	82.33	66.54	66.1	73.91	90.68	75	62.4	70.26	91.71	88.51	76.03	79.16
peak18735	chr14	70819225	70821073	.	1849	14.52	13.35	10.6	9.32	6.33	9.63	12.18	8.03	15.93	20.83	24.47	28.79	16.98	18.58	21.38	24.88
peak18736	chr14	70862140	70864641	.	2502	20.5	21.36	21.21	18.64	23.52	20.14	13.92	18.48	18.38	26.04	12.24	21.88	28.31	22.95	17.82	21.49
peak18737	chr14	70974523	70975530	.	1008	8.54	17.8	21.21	13.56	12.67	14.88	8.7	12.05	7.35	11.46	19.58	9.21	11.32	13.11	15.44	9.05
peak18738	chr14	71058071	71059912	.	1842	21.35	16.02	17.95	22.03	22.62	21.89	17.39	21.69	17.15	17.71	22.02	23.04	18.12	22.95	27.32	24.88
peak18739	chr14	71121152	71126811	.	5660	70.89	67.65	57.1	64.39	63.33	59.54	63.49	61.86	80.87	78.13	91.76	87.54	97.37	98.35	95.04	91.6
peak18740	chr14	71142839	71144573	.	1735	14.52	17.8	15.5	11.86	9.95	10.51	8.7	13.66	18.38	17.71	17.13	18.43	46.42	37.15	30.89	21.49
peak18741	chr14	71219079	71223993	.	4915	44.41	50.74	40.79	46.6	56.09	55.16	53.05	43.38	51.46	43.75	51.39	63.35	58.88	48.08	52.27	67.85
peak18742	chr14	71285590	71287740	.	2151	29.89	16.91	18.76	19.49	22.62	17.51	16.52	24.1	11.03	23.96	33.04	21.88	22.64	31.69	21.38	22.62
peak18743	chr14	71343406	71346906	.	3501	27.33	20.47	31	21.18	30.76	25.39	26.96	36.15	20.83	19.79	23.25	19.58	24.91	27.32	32.08	35.06
peak18744	chr14	71392072	71405842	.	13771	159.71	151.32	169.68	155.89	163.76	186.49	168.72	170.3	170.32	159.38	171.29	129	150.59	187.95	144.94	174.15
peak18745	chr14	71439247	71456229	.	16983	170.81	162.9	186	171.98	186.38	149.72	140.89	172.71	172.77	225.01	190.87	195.81	203.8	191.23	200.77	200.16
peak18747	chr14	71573309	71575851	.	2543	20.5	24.03	21.21	16.94	16.29	14.88	18.26	18.48	17.15	14.58	22.02	13.82	39.63	25.13	32.08	26.01
peak18748	chr14	71621358	71628677	.	7320	74.3	94.35	95.44	60.15	87.76	91.93	80.01	89.17	84.55	81.25	68.52	87.54	75.86	79.77	87.91	101.77
peak18749	chr14	71643957	71646680	.	2724	19.64	24.03	16.32	17.79	11.76	21.89	22.61	13.66	17.15	18.75	12.24	19.58	11.32	10.93	11.88	4.52
peak18751	chr14	71705822	71709015	.	3194	19.64	21.36	15.5	9.32	9.05	13.13	16.52	4.82	28.18	23.96	24.47	20.73	12.45	4.37	15.44	10.18
peak18752	chr14	71712178	71727778	.	15601	105.9	123.73	101.97	113.53	108.57	112.07	107.84	94.79	113.96	97.92	119.91	109.42	66.8	68.84	91.48	76.9
peak18753	chr14	71732806	71740989	.	8184	43.56	56.08	37.53	43.21	36.19	37.65	40.01	51.41	61.27	38.54	42.82	33.4	20.38	22.95	21.38	20.35
peak18754	chr14	71743987	71857783	.	113797	955.68	951.56	953.63	963.28	914.69	876.41	881.02	902.12	1032.96	1003.15	1015.53	1040.07	620.47	642.53	691.42	614.04
peak18755	chr14	71859977	71875486	.	15510	123.84	134.41	124	127.08	108.57	119.95	116.54	108.45	99.25	104.17	95.44	104.81	48.69	48.08	66.53	62.2
peak18756	chr14	71878623	71965105	.	86483	773.77	690.75	681.98	678.62	674.03	612.87	667.94	663.54	800.15	804.19	888.28	778.62	466.48	477.52	547.68	472.68
peak18757	chr14	71965571	71980109	.	14539	96.51	109.49	90.55	86.42	87.76	69.17	83.49	73.91	90.68	105.21	129.69	100.21	67.93	65.56	84.35	78.03
peak18758	chr14	71983932	71995236	.	11305	87.11	78.33	79.95	88.11	89.57	86.68	72.19	68.28	89.45	94.79	106.45	92.14	48.69	59.01	58.21	54.28
peak18759	chr14	71998309	72245444	.	247136	1641.48	1577.33	1576.06	1540.23	1468.39	1409.61	1474.16	1413.03	2260.75	2262.56	2311.24	2325.48	1347.37	1386.67	1543.23	1427.1
peak18760	chr14	72272468	72275761	.	3294	23.91	21.36	22.03	20.33	24.43	17.51	20	14.46	26.96	26.04	31.81	25.34	20.38	20.76	24.95	11.31
peak18761	chr14	72310377	72317532	.	7156	70.89	55.19	72.6	69.47	65.14	84.93	73.93	65.87	84.55	96.88	106.45	87.54	74.73	75.4	73.66	59.93
peak18762	chr14	72351871	72352849	.	979	12.81	8.01	14.68	11.01	10.86	11.38	19.13	7.23	11.03	11.46	13.46	10.37	11.32	7.65	11.88	14.7
peak18763	chr14	72410227	72416361	.	6135	72.59	65.87	67.71	77.1	70.57	63.91	69.58	68.28	80.87	87.5	66.07	70.26	73.6	75.4	62.96	63.33
peak18765	chr14	72520489	72526288	.	5800	82.84	87.23	83.21	83.87	62.43	77.05	74.8	88.36	75.97	73.96	74.64	71.41	67.93	60.1	67.72	82.55
peak18766	chr14	72611412	72619092	.	7681	106.76	93.46	101.97	105.05	101.33	112.07	96.54	98.81	71.07	84.38	75.86	74.87	100.77	96.16	92.67	83.68
peak18768	chr14	72659279	72661299	.	2021	23.06	24.92	22.84	22.87	26.24	28.89	25.22	33.74	14.7	19.79	18.35	17.28	24.91	17.48	14.26	12.44
peak18769	chr14	72670965	72674602	.	3638	11.96	6.23	8.97	9.32	13.57	10.51	8.7	10.44	23.28	17.71	15.91	13.82	24.91	24.04	23.76	24.88
peak18770	chr14	72680425	72683823	.	3399	11.1	8.01	11.42	17.79	19	17.51	13.92	15.26	35.53	38.54	28.14	21.88	31.7	26.23	19.01	30.53
peak18772	chr14	72766568	72768342	.	1775	17.93	14.24	13.87	12.71	26.24	20.14	22.61	20.08	11.03	16.67	19.58	20.73	26.04	22.95	10.69	15.83
peak18773	chr14	72771726	72775997	.	4272	25.62	27.59	20.39	24.57	29.86	32.39	29.57	24.9	9.8	17.71	19.58	17.28	26.04	25.13	13.07	18.09
peak18774	chr14	72793020	72798857	.	5838	50.39	56.97	64.45	77.1	72.38	63.04	72.19	69.09	64.94	59.38	47.72	50.68	66.8	66.66	48.71	79.16
peak18775	chr14	72909619	72916101	.	6483	70.89	64.09	55.47	58.46	58.81	56.03	83.49	72.3	53.91	73.96	70.96	80.63	75.86	75.4	64.15	66.72
peak18776	chr14	72948367	72960081	.	11715	179.35	165.57	159.07	165.21	163.76	175.98	156.55	169.5	197.28	166.67	170.07	169.31	175.5	175.93	159.19	186.59
peak18777	chr14	72968272	72974088	.	5817	92.24	74.77	90.55	71.17	77.81	67.42	83.49	58.64	85.77	73.96	83.2	71.41	79.26	75.4	70.09	90.47
peak18778	chr14	73050424	73052031	.	1608	10.25	11.57	17.95	10.17	9.05	11.38	6.96	10.44	7.35	9.38	7.34	11.52	15.85	16.39	14.26	6.78
peak18779	chr14	73187350	73194467	.	7118	79.43	77.44	72.6	69.47	87.76	82.3	67.84	97.2	91.9	114.59	91.76	100.21	98.51	114.74	83.16	92.73
peak18782	chr14	73357501	73363239	.	5739	23.91	20.47	22.03	17.79	14.48	14.01	17.39	24.9	28.18	39.58	30.59	23.04	47.55	49.17	59.4	55.41
peak18784	chr14	73458888	73460519	.	1632	11.1	8.9	19.58	10.17	9.95	10.51	13.92	15.26	18.38	17.71	19.58	20.73	24.91	26.23	19.01	23.75
peak18785	chr14	73489628	73492643	.	3016	20.5	26.7	24.47	18.64	29.86	25.39	26.96	24.1	31.86	30.21	20.8	26.49	41.89	48.08	42.77	46.36
peak18786	chr14	73565666	73568504	.	2839	16.23	8.9	10.6	13.56	26.24	13.13	18.26	12.05	13.48	18.75	14.68	10.37	18.12	20.76	10.69	27.14
peak18787	chr14	73573883	73576321	.	2439	14.52	17.8	14.68	15.25	19	19.26	13.92	16.07	19.61	21.88	13.46	19.58	26.04	30.6	36.83	26.01
peak18788	chr14	73581880	73584678	.	2799	26.48	23.14	17.95	23.72	27.14	20.14	20.87	18.48	33.08	37.5	46.49	34.55	50.95	59.01	54.65	58.8
peak18789	chr14	73601666	73603514	.	1849	27.33	24.03	22.03	22.03	27.14	28.89	20	14.46	14.7	20.83	15.91	24.19	24.91	21.85	23.76	22.62
peak18790	chr14	73616775	73622261	.	5487	130.67	115.72	154.18	113.53	159.23	161.97	131.33	122.91	145.82	144.8	182.31	137.06	113.22	118.01	97.42	97.25
peak18791	chr14	73644824	73649579	.	4756	23.06	39.17	39.97	28.81	29.86	25.39	27.83	28.92	34.31	27.08	28.14	26.49	20.38	24.04	32.08	30.53
peak18792	chr14	73660074	73665736	.	5663	58.93	59.64	76.68	57.61	55.19	52.53	58.27	61.05	47.79	51.04	63.62	55.29	55.48	60.1	45.14	72.37
peak18793	chr14	73673947	73679866	.	5920	99.07	93.46	79.13	72.01	85.05	87.55	99.15	85.95	100.48	92.71	78.31	85.23	75.86	91.79	83.16	113.08
peak18794	chr14	73689681	73693432	.	3752	43.56	42.73	35.08	40.67	38	39.4	39.14	50.61	24.51	29.17	28.14	41.46	23.78	17.48	20.2	28.27
peak18795	chr14	73714638	73718410	.	3773	21.35	28.48	25.29	23.72	24.43	23.64	18.26	21.69	29.41	30.21	14.68	27.64	15.85	19.67	15.44	18.09
peak18797	chr14	73763778	73767816	.	4039	60.64	47.18	49.76	47.44	50.67	42.03	46.96	59.45	57.59	61.46	53.84	55.29	49.82	59.01	74.84	65.59
peak18798	chr14	73788584	73796730	.	8147	94.8	105.93	90.55	91.5	107.66	104.19	100.02	84.35	105.38	108.34	88.09	95.6	87.18	86.33	92.67	100.64
peak18799	chr14	73813784	73819701	.	5918	23.06	16.02	23.66	23.72	18.09	21.89	16.52	18.48	47.79	32.29	30.59	26.49	19.25	25.13	24.95	26.01
peak18800	chr14	73828489	73836295	.	7807	85.4	81.89	82.39	85.57	60.62	68.29	80.01	57.84	60.04	79.17	68.52	51.83	63.41	53.54	72.47	70.11
peak18801	chr14	73846661	73864001	.	17341	99.92	83.67	86.47	93.19	85.95	91.93	95.67	87.56	104.15	89.59	95.44	102.51	74.73	77.58	100.98	57.67
peak18803	chr14	73970344	73978101	.	7758	21.35	36.5	38.34	31.35	24.43	33.27	20.87	29.72	33.08	58.33	37.93	46.07	35.1	28.41	24.95	29.4
