peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K4me3_Rep1_S1	Naive_P14_Day30_H3K4me3_Rep2_S2	Naive_P14_Day30_H3K4me3_Rep3_S3	Naive_P14_Day30_H3K4me3_Rep4_S4	Naive_P14_Day32_H3K4me3_Rep1_S9	Naive_P14_Day32_H3K4me3_Rep2_S10	Naive_P14_Day32_H3K4me3_Rep3_S11	Naive_P14_Day32_H3K4me3_Rep4_S12	Arm_P14_Day30_H3K4me3_Rep1_S5
peak44472	chr17	26714796	26717482	.	2687	579.86	600.4	585.29	557.35	718.96	673.03	732.69	737.47	656.39
peak44473	chr17	26751840	26754343	.	2504	451.81	544.68	504.34	474.57	375.04	411.85	412.81	379.42	545.49
peak44474	chr17	26780312	26782881	.	2570	273.79	303.61	264.63	250.53	260.97	277.25	266.27	277.12	272.75
peak44476	chr17	26822767	26825666	.	2900	109.31	110.3	126.09	113.68	53.58	52.23	58.97	43.52	82.92
peak44477	chr17	26836564	26840055	.	3492	242.56	244.48	263.07	265.98	129.62	125.9	125.09	135.13	112.89
peak44478	chr17	26848574	26851315	.	2742	484.08	536.72	501.23	484.51	440.71	419.89	442.29	454.24	473.56
peak44479	chr17	26884441	26886699	.	2259	476.8	493.51	460.76	513.2	589.34	606.06	589.73	612.27	506.53
peak44480	chr17	26916115	26918482	.	2368	272.75	258.13	253.73	256.05	279.98	283.94	263.59	257.27	298.72
peak44481	chr17	26932383	26934254	.	1872	314.39	277.46	291.09	331.1	382.81	371.67	359.2	383.24	314.71
peak44482	chr17	26937920	26940447	.	2528	651.69	637.93	658.45	626.88	691.31	740.66	741.63	681.74	670.38
peak44483	chr17	26946283	26947114	.	832	74.95	70.5	82.5	60.7	36.29	53.57	50.93	50.39	29.97
peak44484	chr17	26947603	26950057	.	2455	136.38	169.43	127.64	142.37	116.66	115.85	96.5	123.67	152.86
peak44485	chr17	26951110	26952981	.	1872	132.21	128.49	107.41	130.23	128.76	137.28	105.44	119.09	115.89
peak44486	chr17	26971897	26974546	.	2650	527.81	560.6	540.15	498.85	763.03	722.58	755.92	749.68	584.46
peak44487	chr17	26980585	26982191	.	1607	264.42	263.81	281.75	253.84	226.4	246.44	209.08	199.25	169.84
peak44489	chr17	26999424	27001458	.	2035	123.88	125.08	113.63	133.54	107.15	110.5	127.77	108.41	123.88
peak44490	chr17	27011333	27013289	.	1957	148.87	154.65	152.55	147.89	171.1	152.02	151.9	158.79	160.85
peak44491	chr17	27017248	27018741	.	1494	257.14	254.72	228.82	260.46	327.51	336.18	306.48	305.37	250.77
peak44492	chr17	27026807	27029088	.	2282	463.26	445.75	462.32	450.29	701.68	695.13	670.14	683.26	451.58
peak44494	chr17	27055862	27061223	.	5362	1096.21	1108.69	1098.97	1142.29	1405.95	1411.68	1412.66	1408.52	918.15
peak44495	chr17	27074201	27076180	.	1980	105.14	126.22	107.41	110.37	84.69	85.05	64.33	78.63	133.88
peak44496	chr17	27082051	27084369	.	2319	141.58	123.95	132.31	108.16	78.64	70.32	64.33	82.45	41.96
peak44498	chr17	27130232	27131210	.	979	77.04	56.86	87.17	61.8	37.16	36.83	32.17	38.17	32.97
peak44499	chr17	27132865	27134794	.	1930	236.32	224.01	213.26	203.07	185.79	194.21	180.49	192.38	265.75
peak44500	chr17	27178936	27180487	.	1552	100.98	95.52	102.74	79.46	57.9	57.59	53.61	37.41	25.98
peak44501	chr17	27202702	27205102	.	2401	260.26	236.52	267.74	283.64	292.94	261.17	265.38	246.59	240.78
peak44502	chr17	27322209	27324470	.	2262	222.78	235.38	221.04	222.94	205.66	210.28	188.53	200.78	302.72
peak44504	chr17	27341562	27344089	.	2528	347.71	363.88	348.68	354.27	376.76	388.41	348.47	424.46	396.63
peak44506	chr17	27363319	27366130	.	2812	222.78	199	189.91	196.45	136.53	134.61	132.24	123.67	196.82
peak44508	chr17	27405239	27406621	.	1383	43.72	39.8	29.58	33.11	24.2	22.1	30.38	30.54	105.9
peak44511	chr17	27511474	27514764	.	3291	301.9	252.44	277.08	278.12	235.05	220.99	222.49	223.68	163.85
peak44513	chr17	27554795	27557031	.	2237	279	320.67	284.86	306.82	402.69	396.45	386.9	390.11	340.68
peak44514	chr17	27557307	27559691	.	2385	484.08	500.33	466.99	516.51	559.1	563.87	487.86	577.91	565.47
peak44515	chr17	27564162	27566636	.	2475	445.56	459.4	459.2	490.02	604.9	565.21	554.88	571.04	496.54
peak44516	chr17	27587708	27589055	.	1348	102.02	117.12	113.63	103.74	89.87	85.72	98.29	89.32	140.87
peak44517	chr17	27590128	27592937	.	2810	305.02	321.81	305.1	334.41	319.73	279.93	280.57	266.43	270.75
peak44518	chr17	27610267	27613055	.	2789	144.7	139.87	157.22	181	85.55	86.39	92.93	81.69	162.85
peak44519	chr17	27621113	27624408	.	3296	653.77	637.93	639.77	623.57	710.32	700.48	689.8	677.16	587.45
peak44520	chr17	27633427	27636154	.	2728	358.12	351.37	328.45	347.65	429.48	457.39	448.55	449.66	380.65
peak44521	chr17	27649830	27650761	.	932	41.64	54.58	32.69	50.77	38.02	44.87	46.46	51.15	39.96
peak44522	chr17	27651659	27652694	.	1036	99.94	103.48	60.71	104.85	77.77	85.05	73.27	80.16	48.95
peak44523	chr17	27654827	27657523	.	2697	360.2	408.23	365.81	392.9	474.41	423.91	419.96	422.17	212.8
peak44524	chr17	27684001	27686812	.	2812	240.48	227.42	264.63	263.77	161.59	178.8	203.72	171.01	126.88
peak44528	chr17	27776594	27777811	.	1218	77.04	102.34	93.4	112.57	68.27	55.58	46.46	50.39	38.96
peak44529	chr17	27779765	27782448	.	2684	176.98	178.53	202.36	188.73	101.1	130.59	128.67	115.28	79.93
peak44531	chr17	27791879	27793176	.	1298	161.36	155.79	154.11	152.3	90.73	96.43	88.46	96.19	25.98
peak44532	chr17	27799320	27801194	.	1875	240.48	267.22	231.94	264.88	197.89	163.4	186.75	166.43	218.8
peak44533	chr17	27806764	27808365	.	1602	67.67	65.95	59.15	79.46	43.21	37.5	35.74	25.96	44.96
peak44534	chr17	27814312	27815248	.	937	109.31	104.62	87.17	124.71	87.28	96.43	98.29	90.08	65.94
peak44535	chr17	27818541	27821752	.	3212	650.65	659.53	624.2	643.43	725.01	688.43	696.95	700.06	548.49
peak44536	chr17	27825413	27827649	.	2237	555.91	528.76	552.6	545.21	692.17	699.81	691.59	668.76	547.49
peak44537	chr17	27839111	27841036	.	1926	336.26	327.49	334.67	357.59	403.55	432.61	464.63	390.87	374.65
peak44538	chr17	27855905	27858467	.	2563	396.64	432.11	409.39	407.25	412.19	421.23	370.81	413.01	369.66
peak44539	chr17	27906725	27910734	.	4010	891.13	847.16	762.74	796.84	944.5	979.74	973.05	979.47	809.25
peak44541	chr17	27996651	27998045	.	1395	155.11	180.8	165	154.51	116.66	120.54	127.77	124.44	78.93
peak44543	chr17	28006774	28008826	.	2053	417.46	433.24	410.95	422.7	497.74	512.97	469.99	465.69	153.86
peak44544	chr17	28012934	28016083	.	3150	711.03	727.76	677.13	747.18	748.34	785.53	704.99	760.37	721.33
peak44545	chr17	28079317	28081615	.	2299	226.95	214.92	193.02	225.15	226.4	237.07	193	228.26	233.78
peak44547	chr17	28117025	28118877	.	1853	108.27	86.42	68.49	81.67	60.49	46.88	66.12	63.36	69.93
peak44549	chr17	28141040	28144390	.	3351	471.59	457.12	451.42	473.47	402.69	402.48	446.76	427.52	225.79
peak44550	chr17	28176091	28178744	.	2654	163.44	176.25	205.47	189.83	187.52	208.27	215.34	190.09	182.83
peak44551	chr17	28184667	28185873	.	1207	65.59	51.17	62.26	56.29	38.02	31.47	33.95	21.38	81.92
peak44552	chr17	28207048	28210731	.	3684	604.84	635.65	599.3	621.36	890.93	919.47	788.98	920.69	675.37
peak44553	chr17	28211467	28212949	.	1483	250.89	220.6	225.71	260.46	274.8	260.51	252.87	274.07	338.68
peak44554	chr17	28217153	28218973	.	1821	333.13	326.35	281.75	365.31	395.77	407.83	397.62	423.7	396.63
peak44555	chr17	28222822	28224710	.	1889	302.94	338.86	305.1	309.02	368.12	382.39	377.96	401.56	357.67
peak44556	chr17	28232140	28234183	.	2044	350.83	378.66	337.79	363.1	471.82	480.83	461.06	480.96	365.66
peak44557	chr17	28246263	28248695	.	2433	76	70.5	66.93	81.67	38.02	38.17	42	47.33	47.96
peak44558	chr17	28256104	28257738	.	1635	261.3	292.24	242.83	262.67	280.84	269.88	251.08	275.6	271.75
peak44559	chr17	28290467	28292225	.	1759	131.17	125.08	140.1	139.06	89.01	90.41	109.01	109.93	150.86
peak44560	chr17	28308016	28309336	.	1321	69.75	71.64	77.83	77.26	74.32	71.66	80.42	84.74	69.93
peak44561	chr17	28312318	28314770	.	2453	470.55	487.83	438.97	431.53	590.21	533.06	588.83	562.64	482.55
peak44562	chr17	28327907	28330641	.	2735	377.9	362.74	364.25	375.24	414.79	458.73	427.1	452.71	318.7
peak44563	chr17	28340151	28341863	.	1713	61.42	60.27	65.38	46.35	37.16	44.2	43.78	40.46	127.88
peak44564	chr17	28349587	28351796	.	2210	286.29	268.36	280.19	271.5	326.64	325.46	322.56	318.35	262.76
peak44565	chr17	28362105	28364081	.	1977	238.4	243.34	202.36	238.39	207.39	192.87	193.89	183.98	280.74
peak44566	chr17	28365234	28366762	.	1529	72.87	55.72	62.26	90.5	32.84	43.53	40.21	44.28	127.88
peak44569	chr17	28385887	28387113	.	1227	40.6	37.53	38.92	49.66	29.38	31.47	25.91	28.25	40.96
peak44571	chr17	28407019	28408848	.	1830	94.73	97.79	105.85	108.16	78.64	71.66	67.01	73.29	91.91
peak44573	chr17	28416834	28418534	.	1701	215.5	220.6	221.04	226.25	132.21	133.27	155.47	146.58	128.88
peak44574	chr17	28419721	28421315	.	1595	239.44	226.29	207.03	230.66	135.67	150.01	145.64	142.76	118.89
peak44575	chr17	28441848	28443686	.	1839	256.1	218.33	247.5	258.26	147.77	164.07	162.62	138.18	128.88
peak44576	chr17	28467032	28471602	.	4571	632.95	596.99	610.19	616.95	493.42	539.09	535.22	520.65	691.36
peak44577	chr17	28476389	28479029	.	2641	247.77	234.25	239.72	245.01	185.79	190.86	180.49	166.43	257.76
peak44578	chr17	28483711	28486811	.	3101	397.68	378.66	412.5	382.97	468.36	454.04	424.42	432.86	446.58
peak44581	chr17	28503582	28506455	.	2874	54.13	59.13	68.49	65.12	34.57	30.81	32.17	45.81	112.89
peak44582	chr17	28509950	28511334	.	1385	87.45	93.24	88.73	110.37	92.46	75.67	75.06	81.69	88.92
peak44583	chr17	28515653	28519169	.	3517	466.39	511.7	445.19	418.29	446.76	457.39	428.89	473.32	415.61
peak44584	chr17	28522179	28525278	.	3100	769.33	764.15	765.86	770.35	1042.15	1016.57	1046.32	1029.09	778.28
peak44586	chr17	28590288	28592193	.	1906	18.74	13.65	18.68	23.18	11.23	12.72	14.3	10.69	114.89
peak44588	chr17	28600544	28602623	.	2080	95.78	87.56	66.93	68.43	40.61	46.88	50.93	38.17	67.94
peak44589	chr17	28612280	28613852	.	1573	388.31	411.64	384.49	355.38	344.79	334.84	352.94	344.3	279.74
peak44590	chr17	28617388	28618517	.	1130	254.01	260.4	228.82	260.46	228.13	226.35	222.49	232.08	204.81
peak44591	chr17	28620475	28623015	.	2541	516.36	455.99	454.53	486.71	648.97	652.94	639.76	619.14	484.55
peak44592	chr17	28624970	28626147	.	1178	195.72	220.6	186.79	219.63	168.51	176.13	167.09	187.8	171.84
peak44593	chr17	28642104	28644636	.	2533	93.69	86.42	94.95	96.02	50.98	48.22	56.29	51.15	43.96
peak44596	chr17	28690515	28693995	.	3481	694.37	635.65	719.16	672.13	767.35	763.43	772.01	750.45	647.4
peak44597	chr17	28697087	28699000	.	1914	257.14	235.38	213.26	252.74	178.88	188.85	188.53	188.57	254.76
peak44598	chr17	28699506	28700362	.	857	71.83	72.78	73.16	81.67	48.39	71.66	58.97	45.04	70.93
peak44599	chr17	28702365	28703524	.	1160	108.27	115.99	121.42	123.61	71.72	79.69	81.31	68.71	70.93
peak44600	chr17	28706426	28707842	.	1417	52.05	69.36	68.49	62.91	33.7	41.52	46.46	32.06	47.96
peak44604	chr17	28768150	28770764	.	2615	255.05	275.18	263.07	256.05	190.11	202.91	184.07	187.04	156.85
peak44605	chr17	28799407	28802941	.	3535	649.61	647.02	613.31	601.49	672.3	693.79	702.31	729.07	639.4
peak44606	chr17	28818842	28820351	.	1510	26.03	11.37	17.12	14.35	11.23	12.72	9.83	15.27	67.94
peak44607	chr17	28881790	28884313	.	2524	163.44	155.79	172.78	160.03	101.1	108.49	100.07	106.88	162.85
peak44608	chr17	28893939	28895137	.	1199	54.13	69.36	88.73	80.57	38.02	44.2	45.57	43.52	31.97
peak44609	chr17	28898798	28900466	.	1669	59.34	48.9	31.13	41.94	44.94	42.86	36.63	52.68	33.97
peak44610	chr17	28908500	28910106	.	1607	226.95	217.19	186.79	228.46	177.15	193.54	162.62	180.17	136.87
peak44611	chr17	28921884	28922953	.	1070	59.34	48.9	57.59	58.49	31.11	42.86	28.59	37.41	55.95
peak44613	chr17	28951453	28954332	.	2880	639.2	602.67	583.73	582.73	733.65	696.47	716.61	706.17	640.4
peak44614	chr17	28966328	28968385	.	2058	85.37	68.23	63.82	79.46	42.34	55.58	44.68	44.28	319.7
peak44615	chr17	28994221	28995928	.	1708	138.46	162.61	180.57	136.85	96.78	107.15	107.22	102.3	112.89
peak44616	chr17	29002538	29008802	.	6265	1531.37	1487.35	1520.82	1528.57	1760.25	1818.85	1692.34	1791.75	1345.75
peak44617	chr17	29021985	29023393	.	1409	47.89	78.46	59.15	72.84	45.8	42.86	46.46	48.86	43.96
peak44618	chr17	29031301	29036256	.	4956	1224.26	1200.8	1161.24	1187.54	1561.5	1536.24	1536.86	1523.79	1357.74
peak44620	chr17	29055850	29057817	.	1968	98.9	87.56	108.96	89.4	59.63	51.57	48.25	54.97	47.96
peak44621	chr17	29064913	29066789	.	1877	31.23	21.61	42.03	28.7	23.33	26.12	21.44	17.56	425.6
peak44622	chr17	29077748	29079667	.	1920	354.99	332.04	291.09	331.1	241.96	255.15	232.32	219.87	364.66
peak44623	chr17	29080732	29082611	.	1880	280.04	314.98	300.43	288.05	225.54	241.08	204.62	223.68	490.54
peak44624	chr17	29093231	29096074	.	2844	407.05	400.27	323.78	386.28	385.41	366.31	368.13	386.29	508.53
peak44625	chr17	29101523	29108762	.	7240	135.34	85.28	113.63	93.81	102.83	50.23	72.38	59.55	127.88
peak44626	chr17	29142897	29144234	.	1338	80.16	71.64	73.16	75.05	49.26	42.86	46.46	48.86	37.96
peak44627	chr17	29146531	29147958	.	1428	93.69	87.56	73.16	108.16	61.35	77.01	65.23	70.23	30.97
peak44628	chr17	29152296	29153232	.	937	103.06	97.79	107.41	100.43	77.77	73.66	83.1	81.69	72.93
peak44629	chr17	29155379	29156631	.	1253	236.32	241.07	199.25	208.59	208.26	210.95	220.7	239.71	60.94
peak44630	chr17	29163872	29165884	.	2013	134.29	130.77	136.98	148.99	104.56	105.14	94.71	112.99	81.92
peak44631	chr17	29170743	29173974	.	3232	351.87	349.1	336.23	317.85	303.31	286.62	308.27	292.39	492.54
peak44633	chr17	29198923	29200392	.	1470	72.87	71.64	93.4	57.39	43.21	49.56	46.46	47.33	19.98
peak44634	chr17	29236399	29238982	.	2584	120.76	123.95	110.52	98.23	90.73	69.65	76.84	78.63	79.93
peak44635	chr17	29261689	29265376	.	3688	682.92	627.69	656.89	619.15	722.42	683.07	722.86	680.97	741.31
peak44636	chr17	29268357	29270541	.	2185	351.87	365.02	311.32	321.16	336.15	338.19	328.82	341.25	346.68
peak44637	chr17	29274734	29276026	.	1293	43.72	31.84	43.59	32.01	15.55	18.08	20.55	14.51	37.96
peak44638	chr17	29280080	29281118	.	1039	88.49	81.87	94.95	89.4	74.32	66.97	60.76	70.23	99.91
peak44639	chr17	29297288	29298527	.	1240	102.02	111.44	96.51	112.57	83.82	66.3	74.16	78.63	26.97
peak44641	chr17	29303008	29305573	.	2566	374.77	384.35	362.69	374.14	288.62	293.32	252.87	308.42	244.77
peak44642	chr17	29306517	29307744	.	1228	41.64	57.99	59.15	50.77	38.89	32.14	23.23	32.83	64.94
peak44643	chr17	29345493	29348659	.	3167	339.38	361.6	358.02	348.76	354.3	363.64	357.41	339.72	430.6
peak44644	chr17	29364857	29366168	.	1312	79.12	79.6	74.72	80.57	50.98	52.9	40.21	44.28	23.98
peak44647	chr17	29393125	29396050	.	2926	366.45	445.75	409.39	430.43	352.57	350.91	349.37	313.77	638.41
peak44648	chr17	29396628	29398903	.	2276	223.82	212.64	213.26	222.94	202.21	205.59	188.53	209.18	397.63
peak44649	chr17	29428568	29429738	.	1171	73.91	92.11	90.28	88.29	65.67	58.93	64.33	56.49	68.94
peak44650	chr17	29431448	29432494	.	1047	72.87	72.78	87.17	86.09	56.17	65.63	58.97	63.36	34.97
peak44651	chr17	29436583	29438817	.	2235	267.55	238.8	217.93	237.29	272.2	278.59	253.76	272.54	299.72
peak44652	chr17	29458864	29460237	.	1374	61.42	71.64	65.38	60.7	51.85	45.54	42	30.54	52.95
peak44653	chr17	29467126	29468536	.	1411	102.02	123.95	102.74	111.47	75.18	97.77	81.31	87.03	69.93
peak44654	chr17	29488949	29490688	.	1740	333.13	313.85	319.11	320.06	368.99	358.95	330.6	332.85	403.62
peak44655	chr17	29491035	29494846	.	3812	592.35	602.67	583.73	600.39	758.71	718.57	709.46	728.31	747.3
peak44656	chr17	29499979	29501653	.	1675	127.01	103.48	110.52	114.78	81.23	102.46	93.82	87.03	187.83
peak44657	chr17	29502392	29504094	.	1703	109.31	106.89	82.5	69.53	63.95	67.64	59.87	58.02	305.72
peak44658	chr17	29510053	29511511	.	1459	30.19	51.17	48.26	29.8	23.33	18.08	22.34	19.09	96.91
peak44660	chr17	29531202	29532794	.	1593	209.25	161.47	180.57	158.93	156.41	146.66	159.94	167.95	230.79
peak44661	chr17	29533322	29534551	.	1230	103.06	89.83	102.74	105.95	88.14	75.67	78.63	105.35	83.92
peak44662	chr17	29549117	29553380	.	4264	928.61	981.34	940.2	946.94	1133.75	1216.14	1056.15	1200.1	1003.07
peak44664	chr17	29583499	29586343	.	2845	226.95	219.46	214.81	213.01	135.67	141.3	134.92	138.94	240.78
peak44665	chr17	29613870	29616957	.	3088	430.99	493.51	426.51	471.26	501.2	488.87	494.12	519.13	468.56
peak44666	chr17	29659801	29662186	.	2386	432.03	433.24	395.38	429.32	467.5	471.45	474.46	479.43	471.56
peak44667	chr17	29668703	29671427	.	2725	55.18	46.62	45.14	50.77	29.38	25.45	20.55	34.35	79.93
peak44668	chr17	29715895	29717690	.	1796	255.05	268.36	221.04	213.01	235.05	254.48	235.89	249.64	275.74
peak44670	chr17	29768797	29770341	.	1545	184.26	211.5	185.24	208.59	187.52	184.83	177.81	167.95	255.76
peak44671	chr17	29841358	29842880	.	1523	153.03	166.02	161.89	174.38	165.05	143.98	163.51	145.81	125.88
peak44672	chr17	29886171	29890025	.	3855	782.86	768.69	804.77	762.63	738.84	746.02	766.64	765.71	234.78
peak44673	chr17	29963054	29965172	.	2119	180.1	178.53	158.78	151.2	122.71	147.33	122.41	117.57	55.95
peak44674	chr17	29967245	29969604	.	2360	61.42	37.53	46.7	60.7	32.84	24.78	22.34	27.48	52.95
peak44676	chr17	29978846	29980733	.	1888	187.39	192.17	175.9	181	133.08	131.26	140.28	116.04	86.92
peak44677	chr17	30003431	30007795	.	4365	647.53	680	622.65	632.4	686.99	682.4	650.49	674.87	647.4
peak44678	chr17	30008380	30009172	.	793	84.32	83.01	80.94	91.6	70	50.9	50.93	58.02	90.92
peak44679	chr17	30015813	30018787	.	2975	109.31	76.19	96.51	90.5	44.94	58.26	40.21	41.22	68.94
peak44680	chr17	30022833	30025273	.	2441	63.5	65.95	90.28	58.49	55.3	40.18	45.57	43.52	53.95
peak44681	chr17	30026276	30028316	.	2041	166.57	166.02	169.67	150.1	106.29	117.19	94.71	96.19	67.94
peak44682	chr17	30033762	30036497	.	2736	166.57	209.23	217.93	173.27	101.1	115.85	110.8	107.64	95.91
peak44683	chr17	30046191	30048175	.	1985	396.64	452.57	429.63	417.18	374.17	371	330.6	358.81	109.9
peak44685	chr17	30053230	30055025	.	1796	153.03	180.8	171.23	198.66	111.47	117.19	120.63	108.41	74.93
peak44687	chr17	30103064	30104631	.	1568	43.72	38.66	46.7	47.46	17.28	22.1	21.44	25.96	81.92
peak44689	chr17	30131374	30132685	.	1312	155.11	179.67	180.57	162.24	97.65	104.47	108.12	87.03	36.97
peak44690	chr17	30133229	30134486	.	1258	151.99	136.45	152.55	135.75	114.07	116.52	110.8	105.35	23.98
peak44691	chr17	30157783	30160183	.	2401	206.13	202.41	199.25	222.94	103.7	121.88	117.95	116.8	29.97
peak44692	chr17	30196888	30198664	.	1777	242.56	220.6	182.12	218.52	183.2	201.57	186.75	186.28	68.94
peak44693	chr17	30199178	30200560	.	1383	205.08	181.94	158.78	211.9	149.5	143.98	152.79	118.33	49.95
peak44694	chr17	30285319	30287039	.	1721	27.07	15.92	21.79	16.55	11.23	14.73	11.62	6.11	37.96
peak44695	chr17	30306480	30308388	.	1909	26.03	21.61	18.68	17.66	14.69	15.4	20.55	19.85	44.96
peak44697	chr17	30335379	30337444	.	2066	351.87	310.43	314.44	353.17	257.51	258.5	285.03	268.72	169.84
peak44698	chr17	30362841	30364906	.	2066	303.98	283.14	275.52	306.82	289.49	296.67	268.06	300.79	206.81
peak44699	chr17	30370719	30372125	.	1407	22.9	17.06	24.91	16.55	17.28	10.71	13.4	12.21	43.96
peak44700	chr17	30382889	30384324	.	1436	70.79	69.36	59.15	73.95	33.7	50.23	42	35.88	17.98
peak44701	chr17	30418469	30421331	.	2863	102.02	108.03	118.3	118.09	55.3	55.58	55.4	54.2	122.89
peak44704	chr17	30574573	30577391	.	2819	467.43	531.04	485.67	543	562.55	582.62	564.71	574.86	499.53
peak44705	chr17	30611180	30613187	.	2008	518.44	475.32	435.85	540.79	635.14	597.35	585.26	632.11	523.51
peak44706	chr17	30622739	30624766	.	2028	178.02	180.8	182.12	173.27	183.2	180.81	187.64	204.6	181.83
peak44707	chr17	30626118	30627377	.	1260	141.58	125.08	130.76	123.61	152.09	144.65	152.79	158.79	145.86
peak44708	chr17	30657337	30658864	.	1528	68.71	88.7	76.27	83.88	70.86	83.71	77.74	71	66.94
peak44709	chr17	30841682	30843430	.	1749	111.39	94.38	101.18	101.54	66.54	68.98	71.48	81.69	169.84
peak44710	chr17	30865573	30868254	.	2682	32.27	31.84	31.13	32.01	26.79	17.41	18.76	15.27	214.8
peak44711	chr17	30900513	30904408	.	3896	214.45	213.78	242.83	210.8	141.72	147.33	140.28	127.49	135.87
peak44713	chr17	30961082	30962693	.	1612	59.34	42.07	66.93	49.66	34.57	30.14	28.59	26.72	34.97
peak44714	chr17	31011465	31012701	.	1237	94.73	95.52	90.28	104.85	74.32	92.42	83.1	95.43	87.92
peak44715	chr17	31033102	31034904	.	1803	62.46	76.19	63.82	89.4	34.57	34.15	49.14	41.99	26.97
peak44716	chr17	31039174	31041283	.	2110	209.25	241.07	213.26	253.84	175.42	183.49	185.85	156.5	117.89
peak44717	chr17	31057207	31061557	.	4351	992.11	985.88	955.76	967.91	1180.41	1165.91	1186.6	1195.52	842.22
peak44718	chr17	31066865	31067843	.	979	72.87	83.01	70.05	83.88	60.49	65.63	57.19	45.04	22.98
peak44719	chr17	31073014	31076369	.	3356	457.02	476.45	396.94	448.09	343.93	401.81	363.66	335.91	538.5
peak44720	chr17	31077242	31078254	.	1013	140.54	151.24	126.09	151.2	89.87	129.25	119.73	110.7	89.92
peak44724	chr17	31191039	31192695	.	1657	62.46	36.39	59.15	50.77	25.06	22.77	24.13	36.64	47.96
peak44725	chr17	31205258	31210786	.	5529	1491.81	1502.14	1399.4	1532.98	2033.31	2071.32	2038.13	2136.82	1847.28
peak44726	chr17	31219807	31220943	.	1137	46.85	56.86	56.04	49.66	31.11	24.11	31.27	28.25	117.89
peak44727	chr17	31222642	31225041	.	2400	247.77	263.81	259.96	238.39	192.7	197.56	176.92	171.77	236.78
peak44730	chr17	31276449	31278217	.	1769	100.98	95.52	107.41	83.88	78.64	89.07	81.31	80.16	157.85
peak44731	chr17	31294350	31298265	.	3916	906.74	900.6	871.71	916.04	1271.15	1241.58	1233.96	1250.49	1016.05
peak44732	chr17	31305005	31307899	.	2895	87.45	76.19	77.83	120.3	57.9	56.92	53.61	58.02	136.87
