peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27ac_Rep1_S1	Naive_P14_Day30_H3K27ac_Rep2_S2	Naive_P14_Day30_H3K27ac_Rep3_S3	Naive_P14_Day30_H3K27ac_Rep4_S4	Naive_P14_Day32_H3K27ac_Rep1_S9	Naive_P14_Day32_H3K27ac_Rep2_S10	Naive_P14_Day32_H3K27ac_Rep3_S11	Naive_P14_Day32_H3K27ac_Rep4_S12
peak34900	chr17	56904591	56907054	.	2464	47.82	64.43	61.43	50.35	58.6	61.91	63.14	63.91
peak34901	chr17	56911327	56915862	.	4536	327.44	328.25	300.6	315.94	392.99	376.79	341.22	405.08
peak34902	chr17	56916067	56916575	.	509	19.45	9.73	11.47	23.55	11.49	19.21	13.36	9.83
peak34903	chr17	56921579	56922427	.	849	24.31	29.18	17.2	22.74	21.83	23.48	19.43	23.6
peak34904	chr17	56925548	56927855	.	2308	64.03	75.38	66.35	66.6	72.39	86.46	71.64	89.47
peak34905	chr17	56929123	56929690	.	568	14.59	30.39	22.12	12.99	19.53	11.74	9.71	15.73
peak34906	chr17	56934402	56936112	.	1711	37.28	31.61	30.31	26.8	32.17	27.75	32.79	26.55
peak34907	chr17	56957083	56958956	.	1874	12.97	8.51	16.38	9.75	17.24	7.47	17	10.82
peak34908	chr17	56989278	56991143	.	1866	73.75	99.69	92.56	78.78	62.05	78.99	66.79	76.69
peak34909	chr17	56996039	56997930	.	1892	29.18	26.75	36.86	35.74	28.73	20.28	24.29	33.43
peak34910	chr17	57010343	57012306	.	1964	132.92	150.75	118.77	134.01	167.77	117.41	119	118.97
peak34911	chr17	57029635	57033046	.	3412	168.58	166.56	181.02	192.49	160.87	143.03	161.5	171.08
peak34912	chr17	57059741	57061524	.	1784	76.19	87.53	94.19	76.34	70.09	72.58	68	69.81
peak34913	chr17	57076758	57080680	.	3923	572.2	539.79	530.76	552.28	663.02	699.15	658.15	741.33
peak34915	chr17	57105112	57106951	.	1840	21.07	21.88	27.03	19.49	19.53	8.54	21.86	15.73
peak34916	chr17	57107615	57109909	.	2295	7.29	8.51	7.37	10.56	11.49	17.08	7.29	10.82
peak34917	chr17	57125416	57127183	.	1768	8.1	12.16	7.37	9.75	9.19	6.4	8.5	4.92
peak34918	chr17	57182626	57183810	.	1185	8.92	7.29	5.73	11.37	6.89	6.4	4.86	11.8
peak34919	chr17	57187872	57189915	.	2044	53.49	64.43	75.36	64.97	74.69	90.73	105.64	76.69
peak34920	chr17	57193150	57195077	.	1928	54.3	47.41	60.61	50.35	65.5	62.98	64.36	57.03
peak34922	chr17	57246906	57248908	.	2003	111.04	120.36	123.68	141.32	113.76	111.01	123.86	105.2
peak34923	chr17	57274595	57275783	.	1189	40.52	41.34	45.87	52.79	42.52	53.37	61.93	40.31
peak34924	chr17	57276411	57277220	.	810	33.23	32.83	32.76	30.05	34.47	29.89	34	36.38
peak34925	chr17	57278599	57280982	.	2384	139.4	109.42	144.16	134.01	150.53	145.17	131.14	127.82
peak34926	chr17	57284351	57285530	.	1180	62.41	58.36	61.43	60.91	75.84	60.84	66.79	47.19
peak34927	chr17	57286062	57287219	.	1158	55.11	64.43	85.18	69.03	82.73	75.79	76.5	84.55
peak34928	chr17	57289519	57291547	.	2029	122.38	130.08	129.41	137.26	140.19	124.89	157.86	163.21
peak34931	chr17	62817642	62819505	.	1864	56.73	58.36	48.33	44.67	60.9	62.98	74.07	42.28
peak34932	chr17	62856771	62858146	.	1376	27.56	38.9	31.13	28.43	33.32	28.82	34	29.5
peak34934	chr17	63092617	63094335	.	1719	37.28	29.18	30.31	30.05	28.73	33.09	19.43	28.51
peak34935	chr17	63283615	63285167	.	1553	27.56	34.04	32.76	43.05	32.17	38.43	32.79	16.71
peak34937	chr17	63294587	63296494	.	1908	55.92	29.18	36.86	47.11	49.41	38.43	40.07	50.14
peak34938	chr17	63323879	63325715	.	1837	29.18	31.61	39.32	35.74	41.37	45.9	44.93	31.46
peak34939	chr17	63341749	63343231	.	1483	34.85	38.9	40.13	34.11	31.03	32.02	32.79	26.55
peak34941	chr17	63361853	63363379	.	1527	33.23	31.61	23.75	24.37	29.88	16.01	23.07	25.56
peak34942	chr17	63402025	63403086	.	1062	45.39	31.61	31.94	29.24	27.58	27.75	26.71	27.53
peak34943	chr17	63403698	63406633	.	2936	110.23	105.77	99.11	103.15	102.27	106.74	88.64	83.57
peak34944	chr17	63459528	63460800	.	1273	23.5	26.75	29.49	20.3	13.79	20.28	20.64	34.41
peak34945	chr17	63497300	63501394	.	4095	133.73	141.03	142.52	128.32	142.49	143.03	159.07	151.41
peak34946	chr17	63966922	63969053	.	2132	17.02	19.45	9.83	9.75	20.68	14.94	14.57	17.7
peak34947	chr17	64242430	64243808	.	1379	33.23	46.2	30.31	41.42	42.52	36.29	34	47.19
peak34948	chr17	64247657	64249162	.	1506	46.2	36.47	49.96	50.35	32.17	36.29	26.71	45.23
peak34949	chr17	64250605	64251829	.	1225	18.64	18.24	26.21	29.24	24.13	27.75	23.07	35.39
peak34950	chr17	64277425	64278836	.	1412	25.13	18.24	35.22	21.93	17.24	20.28	34	26.55
peak34951	chr17	64301219	64302646	.	1428	25.13	26.75	23.75	31.67	21.83	16.01	19.43	18.68
peak34952	chr17	64330876	64333585	.	2710	263.41	223.7	194.12	203.04	224.07	203.87	230.72	249.73
peak34953	chr17	64579221	64580825	.	1605	25.13	38.9	24.57	25.18	28.73	35.22	26.71	36.38
peak34954	chr17	64599580	64602786	.	3207	231.8	192.09	225.25	199.79	240.16	216.68	204	187.79
peak34955	chr17	64616660	64618761	.	2102	48.63	44.98	54.06	51.98	54.01	48.03	53.43	47.19
peak34956	chr17	64621395	64623201	.	1807	115.09	94.83	113.03	132.38	102.27	108.87	88.64	107.17
peak34957	chr17	64627988	64629518	.	1531	38.09	38.9	34.4	38.98	36.77	28.82	38.86	28.51
peak34958	chr17	64664812	64666378	.	1567	8.1	14.59	13.92	6.5	10.34	12.81	12.14	14.75
peak34959	chr17	64667581	64669299	.	1719	20.26	23.1	22.12	25.18	22.98	20.28	14.57	27.53
peak34960	chr17	64721888	64723909	.	2022	80.24	80.24	89.28	98.27	62.05	85.39	88.64	90.45
peak34961	chr17	64725318	64726748	.	1431	60.79	46.2	72.9	60.91	74.69	51.24	44.93	62.92
peak34962	chr17	64734897	64736738	.	1842	30.8	29.18	27.03	26.8	28.73	26.68	25.5	34.41
peak34963	chr17	64752939	64755457	.	2519	189.65	198.17	187.57	207.92	199.94	224.15	200.36	206.47
peak34965	chr17	64826182	64827792	.	1611	31.61	19.45	36.86	35.74	36.77	28.82	40.07	28.51
peak34966	chr17	64858372	64859702	.	1331	27.56	26.75	27.85	33.3	39.07	28.82	38.86	35.39
peak34967	chr17	65545746	65547314	.	1569	0.81	1.22	2.46	3.25	3.45	2.13	3.64	0.98
peak34968	chr17	65604156	65605460	.	1305	33.23	34.04	40.95	43.05	37.92	37.36	36.43	50.14
peak34969	chr17	65611809	65614855	.	3047	223.69	217.62	212.14	209.54	201.09	198.54	213.72	202.54
peak34970	chr17	65723704	65724855	.	1152	19.45	9.73	25.39	19.49	35.62	17.08	21.86	19.66
peak34971	chr17	65783637	65784934	.	1298	42.96	44.98	27.85	32.49	34.47	49.1	27.93	37.36
peak34972	chr17	65797809	65799322	.	1514	38.9	43.77	30.31	33.3	34.47	32.02	29.14	23.6
peak34973	chr17	65801785	65803240	.	1456	8.92	13.37	8.19	15.43	5.75	9.61	14.57	8.85
peak34974	chr17	65817295	65819439	.	2145	48.63	47.41	45.87	36.55	50.56	56.57	58.29	47.19
peak34975	chr17	65824891	65827262	.	2372	56.73	55.92	52.42	62.54	44.81	57.64	43.71	61.94
peak34976	chr17	65871425	65873109	.	1685	62.41	65.65	70.44	56.04	66.65	81.12	59.5	57.03
peak34977	chr17	65873381	65875082	.	1702	51.87	37.69	59.79	60.91	43.67	36.29	46.14	58.01
peak34978	chr17	65884634	65886932	.	2299	204.24	228.56	192.48	219.29	163.17	188.93	199.14	207.45
peak34979	chr17	65905901	65908371	.	2471	187.22	201.81	171.19	174.62	189.6	184.66	202.79	210.4
peak34980	chr17	65938898	65940877	.	1980	7.29	12.16	2.46	8.93	2.3	2.13	9.71	5.9
peak34981	chr17	65946059	65948074	.	2016	8.1	3.65	13.11	7.31	6.89	7.47	12.14	7.87
peak34982	chr17	65950131	65951636	.	1506	21.88	20.67	25.39	19.49	19.53	18.15	19.43	34.41
peak34983	chr17	65953538	65954923	.	1386	120.76	141.03	100.75	118.58	104.57	99.27	106.86	107.17
peak34984	chr17	65957429	65958422	.	994	51.87	53.49	52.42	34.11	59.75	48.03	51	63.91
peak34985	chr17	66016310	66018500	.	2191	145.08	122.79	161.36	163.25	164.32	204.94	173.64	209.42
peak34986	chr17	66064944	66066301	.	1358	29.99	31.61	34.4	30.05	32.17	27.75	24.29	28.51
peak34987	chr17	66072820	66074695	.	1876	35.66	36.47	27.85	25.18	32.17	25.62	24.29	24.58
peak34988	chr17	66074967	66078617	.	3651	239.9	274.76	209.68	198.98	250.5	223.09	216.14	215.32
peak34989	chr17	66100332	66102710	.	2379	218.83	205.46	218.69	210.35	218.33	201.74	212.5	214.34
peak34990	chr17	66110503	66112728	.	2226	166.96	145.89	156.44	167.31	147.08	167.58	150.57	157.31
peak34991	chr17	66122620	66125657	.	3038	90.77	88.75	86.82	97.46	67.8	92.86	87.43	102.25
peak34993	chr17	66517404	66520198	.	2795	52.68	54.71	63.89	57.66	39.07	50.17	49.79	60.96
peak34994	chr17	69382718	69385882	.	3165	124	117.93	119.59	111.27	122.95	120.62	97.14	118.97
peak34995	chr17	69395517	69397687	.	2171	61.6	51.06	74.54	56.04	39.07	39.49	35.21	37.36
peak34996	chr17	69415755	69418639	.	2885	357.42	334.33	353.84	381.72	392.99	383.2	338.79	375.58
peak34997	chr17	69421820	69423532	.	1713	57.54	65.65	56.52	77.97	66.65	70.45	69.21	67.84
peak34998	chr17	70747399	70748785	.	1387	23.5	18.24	17.2	13.81	25.28	20.28	18.21	12.78
peak35000	chr17	70834063	70835884	.	1822	21.88	27.96	20.48	28.43	19.53	28.82	23.07	23.6
peak35002	chr17	70846888	70854139	.	7252	359.86	340.41	338.28	357.36	324.04	342.64	308.43	315.61
peak35003	chr17	70886142	70888567	.	2426	49.44	63.22	48.33	41.42	43.67	56.57	66.79	44.24
peak35005	chr17	70923897	70926102	.	2206	115.9	119.14	117.95	121.01	134.44	131.29	100.79	132.73
peak35006	chr17	70973216	70974859	.	1644	42.96	49.85	56.52	51.98	49.41	49.1	44.93	56.04
peak35007	chr17	70985458	70988007	.	2550	273.13	288.13	267.02	258.27	255.1	309.55	284.14	319.54
peak35008	chr17	70989465	70992132	.	2668	162.1	189.66	226.89	185.18	165.47	159.04	188.22	176.97
peak35009	chr17	71000316	71003101	.	2786	209.11	217.62	190.85	240.4	181.55	188.93	185.79	214.34
peak35010	chr17	71073521	71075213	.	1693	7.29	7.29	2.46	4.87	5.75	6.4	3.64	2.95
peak35011	chr17	71118127	71119319	.	1193	21.07	18.24	26.21	20.3	25.28	32.02	26.71	27.53
peak35012	chr17	71182368	71185292	.	2925	132.11	133.73	133.51	145.38	124.1	117.41	122.64	131.75
peak35013	chr17	71190328	71191341	.	1014	28.37	26.75	36.04	25.18	28.73	34.16	20.64	20.65
peak35014	chr17	71194603	71197077	.	2475	42.96	51.06	28.67	44.67	31.03	45.9	38.86	34.41
peak35015	chr17	71203771	71205832	.	2062	177.5	179.93	191.66	181.93	214.88	182.53	218.57	191.72
peak35016	chr17	71214200	71217041	.	2842	79.43	74.16	95.01	79.59	98.82	99.27	83.79	83.57
peak35017	chr17	71222151	71225853	.	3703	30.8	38.9	50.78	38.17	40.22	32.02	47.36	32.45
peak35018	chr17	71262652	71265183	.	2532	33.23	35.26	31.13	38.17	27.58	35.22	35.21	36.38
peak35019	chr17	71286959	71289670	.	2712	17.02	15.8	11.47	18.68	18.39	13.88	17	12.78
peak35021	chr17	71333823	71335619	.	1797	7.29	10.94	4.91	6.5	10.34	7.47	4.86	3.93
peak35023	chr17	71457293	71458599	.	1307	26.75	31.61	32.76	21.93	18.39	28.82	32.79	26.55
peak35024	chr17	71459938	71460970	.	1033	21.88	23.1	21.3	34.92	35.62	32.02	23.07	26.55
peak35025	chr17	71465939	71467700	.	1762	19.45	25.53	25.39	21.93	43.67	20.28	21.86	36.38
peak35026	chr17	71473987	71476393	.	2407	350.94	335.55	371.04	310.25	322.89	354.38	367.93	326.42
peak35027	chr17	71479170	71479836	.	667	50.25	65.65	58.15	64.97	68.94	62.98	65.57	50.14
peak35028	chr17	71484486	71488039	.	3554	768.34	803.61	742.09	815.42	869.85	800.55	812.36	911.42
peak35029	chr17	71490574	71492078	.	1505	267.46	213.97	239.17	217.66	236.71	298.87	227.07	246.78
peak35030	chr17	71503328	71504891	.	1564	5.67	7.29	3.28	8.12	6.89	5.34	3.64	11.8
peak35031	chr17	71525714	71528098	.	2385	325.82	375.67	361.21	347.61	392.99	372.52	415.29	399.18
peak35032	chr17	71550820	71553332	.	2513	31.61	31.61	20.48	27.61	25.28	20.28	34	26.55
peak35033	chr17	71597587	71599466	.	1880	100.5	106.99	116.31	103.96	118.36	130.22	94.71	115.03
peak35034	chr17	71615467	71618826	.	3360	193.71	194.52	207.23	183.55	183.85	199.6	162.72	174.03
peak35035	chr17	71985789	71987652	.	1864	72.94	83.89	75.36	75.53	95.37	92.86	82.57	93.4
peak35036	chr17	71989758	71991125	.	1368	42.15	43.77	38.5	44.67	40.22	52.3	30.36	44.24
peak35037	chr17	72181700	72183650	.	1951	65.65	52.28	52.42	48.73	52.86	70.45	76.5	73.74
peak35038	chr17	72835439	72838052	.	2614	269.89	238.29	228.52	263.14	253.95	228.42	238	206.47
peak35039	chr17	72917115	72920089	.	2975	286.91	286.92	267.02	272.89	257.39	249.77	252.57	225.15
peak35040	chr17	72923816	72926120	.	2305	264.22	260.17	227.7	260.71	257.39	264.72	239.22	250.71
peak35041	chr17	72933374	72935215	.	1842	119.14	136.16	123.68	108.83	125.25	112.08	99.57	122.9
peak35042	chr17	72936025	72940298	.	4274	245.58	241.93	246.54	232.28	201.09	223.09	248.93	231.05
peak35043	chr17	72946936	72950476	.	3541	318.52	303.94	267.84	277.76	259.69	251.91	303.57	285.13
peak35045	chr17	72965523	72968095	.	2573	106.98	81.46	98.29	108.02	81.58	96.07	95.93	114.05
peak35046	chr17	72995674	72997839	.	2166	601.38	581.13	572.54	573.39	626.25	648.98	647.22	666.61
peak35047	chr17	73004665	73006159	.	1495	264.22	261.39	252.28	250.15	290.72	302.07	281.72	272.34
peak35048	chr17	73008557	73010761	.	2205	344.46	367.16	303.06	347.61	381.49	401.34	401.93	379.51
peak35050	chr17	73033482	73036503	.	3022	79.43	60.79	65.53	62.54	79.29	84.32	69.21	73.74
peak35051	chr17	73053402	73054689	.	1288	16.21	15.8	25.39	14.62	22.98	25.62	21.86	23.6
peak35052	chr17	73064143	73065168	.	1026	12.16	15.8	17.2	25.99	12.64	9.61	14.57	17.7
peak35053	chr17	73086656	73088022	.	1367	35.66	38.9	40.95	34.11	37.92	23.48	29.14	33.43
peak35054	chr17	73107148	73108940	.	1793	141.02	138.6	125.32	163.25	159.72	159.04	136	141.58
peak35055	chr17	73118547	73119897	.	1351	34.04	27.96	22.12	38.98	27.58	16.01	25.5	29.5
peak35056	chr17	73135643	73137230	.	1588	23.5	18.24	26.21	27.61	35.62	22.42	26.71	36.38
peak35057	chr17	73141474	73143135	.	1662	41.33	41.34	41.77	51.98	42.52	42.7	49.79	44.24
peak35058	chr17	73149760	73154452	.	4693	104.55	116.71	98.29	98.27	82.73	122.75	131.14	129.78
peak35059	chr17	73161627	73165435	.	3809	717.28	728.23	647.07	717.15	722.77	746.11	682.43	686.27
peak35060	chr17	73169118	73170875	.	1758	235.85	205.46	253.1	224.16	240.16	282.86	228.29	257.6
peak35061	chr17	73173751	73174990	.	1240	37.28	41.34	36.86	47.92	45.96	52.3	51	45.23
peak35063	chr17	73221484	73223070	.	1587	80.24	81.46	86.82	80.41	106.86	103.54	100.79	89.47
peak35064	chr17	73229261	73230379	.	1119	34.04	41.34	30.31	34.11	40.22	38.43	47.36	35.39
peak35065	chr17	73246228	73247636	.	1409	39.71	48.63	44.23	34.11	47.11	37.36	51	54.08
peak35066	chr17	73249487	73250478	.	992	13.78	17.02	20.48	30.05	22.98	19.21	30.36	19.66
peak35067	chr17	73262614	73263935	.	1322	18.64	15.8	12.29	21.93	14.94	12.81	20.64	13.76
peak35068	chr17	73270222	73271463	.	1242	31.61	15.8	13.92	14.62	13.79	17.08	21.86	29.5
peak35069	chr17	73273406	73274627	.	1222	28.37	30.39	33.58	38.98	42.52	44.83	37.64	42.28
peak35070	chr17	73301279	73302505	.	1227	18.64	26.75	25.39	29.24	22.98	35.22	34	30.48
peak35072	chr17	73512127	73515525	.	3399	12.97	13.37	9.83	4.87	10.34	18.15	12.14	6.88
peak35073	chr17	73540257	73541754	.	1498	19.45	20.67	10.65	14.62	17.24	17.08	17	17.7
peak35074	chr17	73804262	73806673	.	2412	129.68	114.28	126.14	107.21	114.91	118.48	123.86	95.37
peak35075	chr17	73812773	73815788	.	3016	365.53	355	333.37	341.93	411.37	360.78	377.65	380.5
peak35076	chr17	73818380	73819689	.	1310	170.2	155.62	204.77	178.68	226.37	222.02	223.43	226.13
peak35077	chr17	73821311	73824001	.	2691	166.96	188.44	178.56	165.68	167.77	222.02	212.5	231.05
peak35078	chr17	73838317	73839968	.	1652	51.87	46.2	57.34	49.54	52.86	85.39	57.07	67.84
peak35079	chr17	73853296	73854930	.	1635	7.29	6.08	7.37	5.69	8.04	12.81	7.29	8.85
peak35080	chr17	73868430	73870257	.	1828	75.38	63.22	81.09	68.22	64.35	68.31	65.57	66.86
peak35081	chr17	73874859	73876034	.	1176	22.69	24.31	28.67	30.05	25.28	16.01	20.64	35.39
peak35082	chr17	73892840	73894864	.	2025	29.99	24.31	27.85	27.61	18.39	25.62	20.64	27.53
peak35083	chr17	73901925	73902987	.	1063	82.67	87.53	81.91	101.52	94.22	111.01	102	105.2
peak35084	chr17	73904573	73906920	.	2348	203.43	221.27	199.04	220.91	232.11	298.87	239.22	258.58
peak35085	chr17	73941451	73943458	.	2008	72.13	74.16	88.46	81.22	70.09	91.8	82.57	88.49
peak35086	chr17	73949308	73951160	.	1853	101.31	115.5	102.39	111.27	91.93	108.87	102	90.45
peak35087	chr17	73951561	73953506	.	1946	66.46	81.46	87.64	77.16	67.8	86.46	80.14	87.5
peak35088	chr17	73969827	73971016	.	1190	11.35	8.51	14.74	10.56	13.79	11.74	19.43	5.9
peak35090	chr17	74139392	74141570	.	2179	16.21	17.02	6.55	5.69	6.89	6.4	15.79	0
peak35093	chr17	74187359	74188823	.	1465	25.94	13.37	8.19	17.87	14.94	25.62	10.93	16.71
peak35094	chr17	74256282	74257426	.	1145	17.83	13.37	15.56	14.62	24.13	16.01	12.14	15.73
peak35095	chr17	74258313	74260316	.	2004	34.04	42.55	45.05	37.36	29.88	34.16	58.29	41.29
peak35096	chr17	74265449	74266352	.	904	25.13	18.24	26.21	16.24	21.83	24.55	18.21	25.56
peak35099	chr17	74293315	74296661	.	3347	68.89	70.51	86.82	79.59	85.03	55.5	70.43	73.74
peak35100	chr17	74315504	74317462	.	1959	129.68	116.71	108.12	129.95	118.36	124.89	120.22	144.53
peak35101	chr17	74337926	74340999	.	3074	90.77	79.02	85.18	98.27	85.03	103.54	77.71	102.25
peak35102	chr17	74350692	74352195	.	1504	14.59	18.24	11.47	19.49	20.68	10.67	13.36	15.73
peak35103	chr17	74354197	74355420	.	1224	21.07	7.29	9.01	13.81	10.34	12.81	7.29	12.78
peak35104	chr17	74394668	74396451	.	1784	144.27	138.6	117.95	108.83	95.37	114.21	109.29	108.15
peak35105	chr17	74458110	74459576	.	1467	22.69	14.59	22.93	17.06	25.28	14.94	26.71	32.45
peak35106	chr17	74488815	74490796	.	1982	142.65	116.71	109.76	107.21	99.97	118.48	111.72	113.07
peak35107	chr17	74526972	74530766	.	3795	259.36	194.52	240.81	233.09	261.99	288.2	248.93	238.92
peak35108	chr17	74582597	74584382	.	1786	22.69	21.88	32.76	30.86	25.28	14.94	15.79	38.34
peak35109	chr17	74589709	74591165	.	1457	33.23	34.04	24.57	34.92	35.62	44.83	37.64	37.36
peak35110	chr17	74717011	74718365	.	1355	51.87	38.9	67.16	63.35	50.56	53.37	38.86	44.24
peak35112	chr17	74752387	74755069	.	2683	192.9	167.77	165.45	176.24	230.96	211.35	229.5	244.82
peak35113	chr17	74768380	74772201	.	3822	223.69	229.78	229.34	239.59	264.29	267.92	242.86	277.26
peak35114	chr17	74778767	74780586	.	1820	23.5	34.04	27.85	26.8	24.13	23.48	30.36	29.5
peak35115	chr17	74827463	74829411	.	1949	23.5	21.88	16.38	32.49	20.68	22.42	18.21	12.78
peak35117	chr17	75550861	75552529	.	1669	83.48	83.89	85.18	88.53	79.29	82.19	95.93	94.39
peak35120	chr17	78199223	78202155	.	2933	60.79	51.06	49.14	67.41	58.6	46.97	41.29	41.29
peak35121	chr17	78206679	78209241	.	2563	21.07	25.53	24.57	29.24	20.68	19.21	27.93	29.5
peak35122	chr17	78219800	78221512	.	1713	37.28	29.18	31.94	34.11	28.73	34.16	27.93	28.51
peak35123	chr17	78244444	78249378	.	4935	185.6	195.74	197.4	188.42	218.33	169.72	208.86	187.79
peak35124	chr17	78270915	78271963	.	1049	21.07	34.04	26.21	25.99	26.43	21.35	12.14	25.56
peak35125	chr17	78273766	78275274	.	1509	29.99	18.24	27.85	39.8	35.62	28.82	26.71	26.55
peak35126	chr17	78350254	78353255	.	3002	487.1	477.79	490.63	502.74	437.8	476.06	482.07	463.08
peak35127	chr17	78361519	78363396	.	1878	379.31	355	361.21	400.4	366.56	418.42	395.86	394.26
peak35128	chr17	78399346	78401462	.	2117	125.63	126.44	122.04	137.26	142.49	124.89	115.36	146.5
peak35129	chr17	78416956	78418713	.	1758	51.06	58.36	49.96	62.54	66.65	54.44	52.21	58.99
peak35130	chr17	78428176	78429748	.	1573	44.58	43.77	40.95	47.92	41.37	43.76	43.71	43.26
peak35131	chr17	78451013	78453505	.	2493	37.28	53.49	66.35	62.54	51.71	53.37	63.14	64.89
peak35132	chr17	78687130	78688507	.	1378	17.83	12.16	11.47	8.93	11.49	8.54	13.36	10.82
peak35133	chr17	78735263	78737819	.	2557	170.2	137.38	176.92	150.25	157.42	149.44	165.14	151.41
peak35134	chr17	78778313	78780143	.	1831	7.29	13.37	8.19	17.06	13.79	11.74	9.71	14.75
peak35135	chr17	78834634	78836731	.	2098	99.69	98.48	122.04	124.26	90.78	100.34	95.93	93.4
peak35136	chr17	78880820	78883089	.	2270	112.66	121.57	132.69	147.82	133.29	93.93	119	114.05
peak35137	chr17	78915856	78917688	.	1833	56.73	75.38	63.07	60.1	57.45	59.77	51	69.81
peak35138	chr17	78936029	78937925	.	1897	141.02	122.79	126.96	150.25	131	134.49	110.5	132.73
peak35140	chr17	78977296	78978675	.	1380	18.64	19.45	13.92	21.93	17.24	25.62	15.79	17.7
peak35141	chr17	78988054	78989548	.	1495	21.07	19.45	17.2	13.81	18.39	12.81	15.79	7.87
peak35142	chr17	78994246	78995839	.	1594	56.73	69.3	44.23	60.1	49.41	57.64	52.21	57.03
peak35143	chr17	79003727	79005757	.	2031	42.96	43.77	44.23	60.91	47.11	53.37	47.36	54.08
peak35144	chr17	79015754	79016568	.	815	21.07	29.18	27.03	30.86	26.43	30.95	10.93	18.68
peak35145	chr17	79018783	79020436	.	1654	57.54	54.71	69.62	56.85	55.16	43.76	49.79	62.92
peak35146	chr17	79042659	79044488	.	1830	139.4	116.71	113.03	138.07	125.25	121.68	132.36	141.58
peak35147	chr17	79051886	79053261	.	1376	37.28	31.61	32.76	35.74	27.58	24.55	34	30.48
peak35148	chr17	79092747	79094345	.	1599	59.17	63.22	70.44	74.72	82.73	54.44	75.29	65.87
peak35149	chr17	79099156	79100671	.	1516	38.9	29.18	32.76	26.8	36.77	41.63	43.71	45.23
peak35150	chr17	79297802	79299931	.	2130	9.73	7.29	5.73	8.12	8.04	5.34	6.07	7.87
peak35151	chr17	79347203	79350314	.	3112	161.29	171.42	174.46	194.11	226.37	215.61	206.43	193.69
peak35152	chr17	79354022	79357177	.	3156	62.41	74.16	76.99	72.28	59.75	70.45	69.21	70.79
peak35153	chr17	79378582	79380364	.	1783	21.88	24.31	18.84	21.12	20.68	20.28	14.57	13.76
peak35154	chr17	79393271	79395074	.	1804	4.05	4.86	4.91	4.06	2.3	8.54	8.5	2.95
peak35156	chr17	79583230	79585698	.	2469	61.6	53.49	49.96	46.29	50.56	53.37	48.57	57.03
peak35157	chr17	79602710	79604372	.	1663	21.07	13.37	13.11	25.99	24.13	20.28	19.43	13.76
peak35158	chr17	79614167	79617206	.	3040	68.08	79.02	91.74	81.22	68.94	72.58	85	74.72
peak35159	chr17	79786971	79789459	.	2489	47.01	47.41	37.68	44.67	45.96	48.03	38.86	52.11
peak35161	chr17	79820594	79822065	.	1472	148.32	142.24	167.09	159.19	156.27	162.24	144.5	142.56
peak35162	chr17	79867662	79870161	.	2500	18.64	27.96	16.38	12.99	29.88	16.01	18.21	13.76
peak35163	chr17	79894157	79896683	.	2527	81.86	91.18	90.1	76.34	81.58	81.12	80.14	77.67
peak35164	chr17	79916262	79918041	.	1780	45.39	48.63	47.51	32.49	37.92	54.44	27.93	40.31
peak35165	chr17	79954417	79955875	.	1459	9.73	15.8	17.2	25.18	26.43	10.67	19.43	13.76
peak35166	chr17	79964448	79965701	.	1254	23.5	15.8	29.49	19.49	20.68	16.01	23.07	14.75
peak35168	chr17	80060270	80063245	.	2976	89.15	87.53	104.02	94.21	72.39	102.47	70.43	84.55
peak35169	chr17	80112022	80113907	.	1886	16.21	13.37	17.2	25.18	16.09	21.35	14.57	23.6
