peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27me3_Rep1_S5	Naive_P14_Day30_H3K27me3_Rep2_S6	Naive_P14_Day30_H3K27me3_Rep3_S3	Naive_P14_Day30_H3K27me3_Rep4_S4	Naive_P14_Day32_H3K27me3_Rep1_S9	Naive_P14_Day32_H3K27me3_Rep2_S10	Naive_P14_Day32_H3K27me3_Rep3_S11	Naive_P14_Day32_H3K27me3_Rep4_S12
peak23322	chr13	85806821	85837721	.	30901	114.51	126.73	125.64	126.42	97.99	90.92	113.99	114.36
peak23323	chr13	85846498	85875051	.	28554	65.69	60.83	56.86	52.36	45.85	58.06	80.22	54.6
peak23325	chr13	85897225	85917654	.	20430	35.51	36.33	33.02	31.42	27.87	38.34	42.22	49.45
peak23326	chr13	85949644	85957326	.	7683	23.97	23.66	33.93	26.18	17.98	25.19	31.66	27.82
peak23327	chr13	85963200	85972150	.	8951	28.4	26.19	22.01	27.68	17.98	26.29	27.44	21.63
peak23328	chr13	85976711	86038261	.	61551	638.22	664.05	618.12	688.95	664.35	695.59	620.63	649.05
peak23329	chr13	86046816	86075798	.	28983	1623.5	1600.14	1638.85	1698.06	2079.36	2175.5	1910.44	2073.87
peak23330	chr13	86076430	86079114	.	2685	54.15	38.86	50.44	46.38	50.34	63.53	46.44	53.57
peak23331	chr13	86086929	86089701	.	2773	18.64	26.19	27.51	17.21	23.37	19.72	26.39	31.94
peak23333	chr13	86097142	86101622	.	4481	17.75	26.19	21.09	29.17	25.17	28.48	30.61	17.51
peak23334	chr13	86165004	86169827	.	4824	26.63	24.5	27.51	25.43	23.37	25.19	28.5	29.88
peak23336	chr13	87473528	87482986	.	9459	60.36	76.04	70.62	77.8	61.13	70.11	81.27	78.3
peak23338	chr13	88806838	88833406	.	26569	864.57	884.56	877.66	878.21	1172.28	1231.25	1106.16	1205.38
peak23339	chr13	88846597	88851845	.	5249	63.91	55.76	55.94	62.84	80.01	72.3	68.61	60.78
peak23340	chr13	88862481	88868084	.	5604	50.6	50.69	46.77	46.38	55.74	50.39	60.16	63.87
peak23341	chr13	88873582	88882243	.	8662	80.78	87.86	79.79	69.57	80.01	81.06	88.66	75.21
peak23342	chr13	88884941	88895427	.	10487	87.88	95.47	74.28	85.28	87.2	63.53	89.72	104.05
peak23343	chr13	88902679	88912927	.	10249	77.23	63.36	63.28	67.32	79.11	78.87	62.27	74.18
peak23344	chr13	89032518	89040083	.	7566	58.58	74.35	63.28	64.33	80.01	67.92	72.83	66.97
peak23346	chr13	89063255	89155429	.	92175	952.44	942.85	972.12	1022.58	935.85	999.02	1036.49	1078.66
peak23347	chr13	89167407	89185566	.	18160	204.16	187.56	157.74	177.29	169.91	153.36	177.32	200.9
peak23348	chr13	89188058	89201244	.	13187	115.39	117.43	114.64	104.73	107.88	108.45	125.6	130.84
peak23349	chr13	89204183	89215668	.	11486	106.52	137.71	110.05	122.68	124.96	127.07	115.05	140.11
peak23350	chr13	89219557	89240106	.	20550	213.03	206.99	206.35	216.93	214.86	235.52	217.43	224.59
peak23351	chr13	89241222	89290241	.	49020	351.51	349.77	363.17	359.06	346.11	361.49	355.7	351.31
peak23352	chr13	89303154	89322311	.	19158	189.96	180.8	206.35	175.04	178.9	191.7	172.05	158.66
peak23354	chr13	89336966	89349304	.	12339	105.63	96.31	88.04	77.8	78.21	82.16	72.83	92.72
peak23355	chr13	89354969	89361635	.	6667	55.92	55.76	44.94	47.13	46.75	39.44	45.39	63.87
peak23356	chr13	89372379	89377341	.	4963	35.51	35.48	43.1	35.91	29.67	35.05	42.22	23.7
peak23357	chr13	89404653	89418234	.	13582	130.48	126.73	119.22	121.93	109.68	133.64	139.32	142.17
peak23358	chr13	89481249	89485957	.	4709	41.72	42.24	48.61	50.12	40.45	39.44	28.5	38.12
peak23359	chr13	89489433	89497098	.	7666	55.03	54.92	55.03	64.33	50.34	56.96	79.16	64.9
peak23360	chr13	89499207	89504509	.	5303	41.72	38.86	41.27	37.4	44.05	65.73	35.89	53.57
peak23361	chr13	89511975	89516383	.	4409	31.07	37.17	41.27	32.91	26.97	25.19	30.61	34
peak23362	chr13	89522120	89528877	.	6758	94.09	84.48	88.04	86.77	87.2	96.4	81.27	107.14
peak23363	chr13	89534606	89576241	.	41636	1058.96	1041.7	1035.4	1110.1	1289.15	1330.93	1201.15	1264.1
peak23364	chr13	89579936	89683546	.	103611	1438.87	1475.1	1515.96	1472.15	1572.33	1567.54	1617.01	1644.26
peak23365	chr13	89683895	89711895	.	28001	389.68	396.23	383.35	368.04	422.52	414.07	425.36	456.4
peak23366	chr13	89724530	89756826	.	32297	2345.16	2306.43	2261.56	2333.15	3408.07	3235.87	3020.82	3111.32
peak23367	chr13	89767833	89804401	.	36569	768.7	769.66	718.09	732.34	765.94	766.79	715.62	793.28
peak23368	chr13	89808701	89846662	.	37962	423.41	412.29	395.27	430.87	395.56	387.78	378.92	375.01
peak23371	chr13	90115590	90130078	.	14489	200.61	179.95	173.33	199.73	179.8	177.46	174.16	164.84
peak23372	chr13	90131173	90174015	.	42843	592.95	621.81	648.39	607.41	546.59	578.38	592.13	604.75
peak23373	chr13	90177418	90191561	.	14144	131.37	123.35	116.47	130.91	123.16	105.16	112.94	120.54
peak23374	chr13	90286947	90291167	.	4221	61.25	54.07	39.44	53.86	44.05	58.06	42.22	53.57
peak23376	chr13	90811993	90925639	.	113647	2459.67	2504.97	2546.78	2586.74	2640.33	2622.43	2541.62	2542.63
peak23377	chr13	90941288	91014428	.	73141	223.69	189.25	201.76	187.01	213.06	214.7	240.65	249.32
peak23379	chr13	91025016	91092003	.	66988	161.55	157.14	168.75	133.15	162.72	155.55	189.99	193.68
peak23380	chr13	91096612	91103127	.	6516	20.42	10.98	20.18	19.45	16.18	23	17.94	20.6
peak23381	chr13	91106901	91143134	.	36234	110.96	124.19	102.71	99.49	99.79	116.11	130.88	139.08
peak23383	chr13	91156188	91171903	.	15716	99.42	108.14	86.21	106.22	106.08	87.63	91.83	95.81
peak23384	chr13	91226430	91367329	.	140900	641.77	724.03	674.98	656.78	609.51	621.1	740.96	717.05
peak23385	chr13	91380056	91475558	.	95503	771.36	804.29	794.21	845.29	840.55	724.07	804.28	818.01
peak23386	chr13	91487779	91578059	.	90281	249.43	244.16	238.45	251.34	234.64	262.9	268.09	302.89
peak23387	chr13	91583325	91630214	.	46890	62.14	77.73	65.11	80.04	66.53	62.44	104.49	120.54
peak23388	chr13	91634591	91698196	.	63606	78.11	88.71	72.45	78.54	101.59	107.35	116.1	133.93
peak23389	chr13	91702076	91728059	.	25984	109.18	116.59	114.64	115.2	106.08	102.97	120.33	93.75
peak23390	chr13	91735212	91769597	.	34386	647.98	615.89	633.71	638.08	635.59	666.01	655.46	648.02
peak23391	chr13	91772594	91792167	.	19574	81.66	59.14	80.7	80.79	98.89	74.49	117.16	100.96
peak23392	chr13	91807510	91816115	.	8606	20.42	20.28	19.26	23.94	26.07	23	26.39	22.67
peak23393	chr13	91818434	91856451	.	38018	553	490.01	533.75	549.07	522.31	510.47	548.86	511
peak23394	chr13	91858520	91917793	.	59274	1369.64	1392.31	1295.86	1383.14	1468.95	1471.15	1410.14	1467.06
peak23395	chr13	91924024	91934767	.	10744	102.08	91.24	87.12	76.3	97.99	83.25	89.72	95.81
peak23396	chr13	91940001	91950267	.	10267	60.36	75.19	63.28	68.07	68.32	82.16	94.99	78.3
peak23397	chr13	91954961	91978271	.	23311	229.01	263.59	230.19	213.94	236.43	226.75	232.21	243.14
peak23398	chr13	91980770	91997653	.	16884	130.48	138.55	129.31	139.14	126.76	129.26	139.32	142.17
peak23399	chr13	92031127	92141263	.	110137	2346.05	2374.87	2361.53	2235.91	2488.4	2465.79	2441.35	2425.18
peak23400	chr13	92154845	92207349	.	52505	878.77	881.18	873.99	850.53	769.53	783.22	813.78	788.13
peak23402	chr13	92389818	92412538	.	22721	490.87	511.13	449.38	474.26	476.46	513.75	480.25	440.94
peak23403	chr13	92415571	92459768	.	44198	1793.04	1762.35	1759.91	1755.66	2186.34	2091.16	1993.82	2100.65
peak23404	chr13	92475719	92481266	.	5548	28.4	27.04	24.76	30.67	29.67	32.86	31.66	34
peak23405	chr13	92529399	92624884	.	95486	1445.98	1578.17	1502.21	1425.78	1494.12	1505.11	1515.69	1524.75
peak23406	chr13	92631412	92644126	.	12715	50.6	53.23	55.94	44.13	54.84	32.86	46.44	63.87
peak23407	chr13	92647985	92663393	.	15409	35.51	46.47	35.77	46.38	42.25	25.19	42.22	43.27
peak23408	chr13	92666285	92675432	.	9148	23.08	27.88	25.68	26.93	17.08	27.39	28.5	34
peak23409	chr13	92683939	92696739	.	12801	19.53	16.05	12.84	18.7	23.37	19.72	25.33	30.91
peak23410	chr13	92711184	92774759	.	63576	1188.56	1252.91	1164.71	1157.23	1296.34	1197.29	1218.04	1295.01
peak23411	chr13	92776266	92845763	.	69498	3120.96	3111.57	3104.37	3164.98	3416.16	3423.19	3218.19	3480.14
peak23412	chr13	92858170	92877232	.	19063	433.17	450.3	410.86	444.34	485.45	434.88	409.53	382.22
peak23413	chr13	92880865	92918313	.	37449	536.14	548.31	561.26	534.1	462.98	497.32	469.69	512.03
peak23414	chr13	92920602	93065477	.	144876	3025.1	3033	2989.74	2918.13	2839.91	2887.53	2933.21	2877.45
peak23415	chr13	93076503	93108812	.	32310	94.09	95.47	111.89	88.27	103.38	104.06	115.05	123.63
peak23416	chr13	93116239	93145922	.	29684	174.87	136.02	132.06	149.61	128.56	127.07	136.16	126.72
peak23417	chr13	93192425	93251209	.	58785	830.84	840.62	840.98	804.9	761.44	774.46	813.78	718.08
peak23418	chr13	93254045	93279630	.	25586	821.07	827.95	789.62	824.35	729.98	795.27	725.12	757.22
peak23419	chr13	93284080	93338881	.	54802	768.7	782.33	746.52	782.46	707.5	718.6	631.18	700.56
peak23420	chr13	93360928	93373324	.	12397	54.15	43.09	59.61	59.1	46.75	61.34	54.89	69.03
peak23421	chr13	93376089	93389160	.	13072	48.82	54.07	64.2	53.86	50.34	58.06	69.66	44.3
peak23422	chr13	93402928	93429177	.	26250	118.94	104.76	106.38	95	86.3	78.87	100.27	79.33
peak23423	chr13	93493899	93534053	.	40155	412.76	433.41	425.53	427.13	368.59	368.06	390.53	382.22
peak23425	chr13	93537645	93580588	.	42944	305.35	316.82	299.89	318.67	272.39	284.81	289.2	320.4
peak23426	chr13	93585674	93714549	.	128876	2867.98	2929.93	2796.23	2829.11	2776.98	2762.65	2779.11	2825.94
peak23427	chr13	93716464	93756337	.	39874	716.33	667.43	699.75	702.41	695.82	779.94	720.9	654.2
peak23428	chr13	93763211	93781739	.	18529	170.43	219.66	184.34	186.26	225.65	249.76	242.76	246.23
peak23430	chr13	93856715	93859879	.	3165	28.4	26.19	25.68	34.41	34.16	25.19	33.78	30.91
peak23431	chr13	93875579	93886363	.	10785	91.43	84.48	77.04	85.28	77.31	92.02	80.22	81.39
peak23432	chr13	93894307	93908061	.	13755	123.38	136.87	152.24	141.38	133.95	127.07	140.38	121.57
peak23433	chr13	93925716	93938469	.	12754	99.42	117.43	125.64	106.97	99.79	111.73	111.88	103.02
peak23434	chr13	93943041	93983176	.	40136	488.21	496.77	457.63	494.46	402.75	450.22	450.69	461.55
peak23435	chr13	93993584	94017752	.	24169	165.1	188.4	207.26	184.02	150.13	158.84	177.32	160.72
peak23436	chr13	94022321	94065265	.	42945	1072.28	1138.01	1104.19	1069.71	1192.06	1218.11	1115.65	1096.17
peak23437	chr13	94069862	94148503	.	78642	672.84	656.45	707.08	648.56	593.33	634.25	624.85	599.6
peak23438	chr13	94152158	94154853	.	2696	7.1	16.9	16.51	17.95	11.69	8.76	16.89	11.33
peak23439	chr13	94158014	94184001	.	25988	847.7	810.21	882.25	804.9	849.54	954.11	858.11	868.49
peak23440	chr13	94194595	94260382	.	65788	284.93	278.8	285.22	245.36	229.24	268.38	318.76	282.28
peak23441	chr13	94265577	94357761	.	92185	1560.48	1579.86	1647.11	1615.78	1530.08	1510.58	1536.8	1604.08
peak23442	chr13	94551670	94560351	.	8682	63.91	60.83	62.36	70.32	55.74	58.06	62.27	71.09
peak23443	chr13	94584019	94690138	.	106120	5398.66	5434.06	5302.66	5335.06	6003.45	5995.23	5657.44	5793.02
peak23444	chr13	94691089	94728958	.	37870	2927.46	2891.91	2947.55	2880.72	3509.65	3477.96	3279.41	3380.21
peak23445	chr13	94742603	94789666	.	47064	2010.52	2046.22	1980.01	1984.57	2031.72	1962.99	1973.77	1977.02
peak23446	chr13	94848451	94949343	.	100893	9443.66	9309.37	9151.71	9126.16	11612.24	11624.59	10665.74	11015.29
peak23447	chr13	94952615	94975080	.	22466	1604.86	1471.72	1565.49	1551.45	1775.5	1685.85	1565.29	1632.93
peak23448	chr13	94999039	95014392	.	15354	28.4	40.55	39.44	37.4	34.16	32.86	44.33	39.15
peak23449	chr13	95029313	95236376	.	207064	6311.16	6294.11	6296.79	6375.59	6110.43	6075.2	5971.97	5956.83
peak23450	chr13	95239565	95279219	.	39655	1923.53	2084.24	2022.2	1974.09	2189.04	2072.53	1968.49	2038.84
peak23451	chr13	95281595	95325152	.	43558	2267.94	2293.76	2257.89	2247.13	2356.25	2337.62	2210.2	2228.4
peak23453	chr13	95375357	95422549	.	47193	1537.4	1588.31	1553.56	1442.23	1575.93	1690.23	1499.85	1609.23
peak23454	chr13	95425046	95467658	.	42613	1731.8	1640.69	1666.37	1643.46	1934.62	1996.95	1815.45	1987.33
peak23455	chr13	95471546	95506402	.	34857	1492.13	1584.09	1576.49	1476.64	1764.72	1548.92	1553.68	1657.65
peak23456	chr13	95516056	95517569	.	1514	34.62	40.55	44.02	57.6	57.54	38.34	38	56.66
peak23457	chr13	95523752	95553543	.	29792	2037.15	2100.29	2068.05	1957.64	2571.11	2613.67	2347.41	2434.45
peak23458	chr13	95557021	95562461	.	5441	142.02	134.33	131.14	149.61	139.34	121.59	131.94	144.23
peak23459	chr13	95563629	95569078	.	5450	244.99	236.56	239.36	219.93	253.51	303.43	245.93	242.11
peak23460	chr13	95571841	95625925	.	54085	2714.42	2838.69	2770.55	2788.71	3485.38	3536.01	3224.53	3262.76
peak23461	chr13	95892041	95911126	.	19086	88.76	74.35	76.12	76.3	79.11	88.73	89.72	73.15
peak23462	chr13	95923560	95949753	.	26194	120.72	130.11	149.49	125.67	121.36	112.83	140.38	122.6
peak23463	chr13	95961667	95993328	.	31662	298.25	330.34	317.32	312.68	293.97	327.53	294.48	318.34
peak23464	chr13	95997691	96027302	.	29612	866.34	920.88	947.36	915.61	881.01	890.58	852.84	889.09
peak23465	chr13	96029298	96142848	.	113551	6007.59	5998.42	6095.03	6025.51	6394.51	6180.36	5926.59	6062.95
peak23466	chr13	96145292	96179817	.	34526	1892.46	1976.94	1957.09	2022.72	1953.5	2021.05	1803.84	1841.03
peak23467	chr13	96182934	96227834	.	44901	1889.8	1826.56	1825.02	1869.37	1815.96	1649.7	1695.12	1698.86
peak23468	chr13	96234070	96294176	.	60107	2282.14	2303.05	2320.26	2290.52	2244.78	2165.64	2157.42	2128.47
peak23469	chr13	96299819	96390847	.	91029	3460.04	3608.34	3516.15	3586.88	3437.73	3403.47	3204.47	3222.58
peak23470	chr13	96421956	96472508	.	50553	568.09	593.08	662.14	635.84	489.95	521.42	527.75	524.39
peak23471	chr13	96675100	96692090	.	16991	180.19	187.56	200.84	210.2	148.33	191.7	179.43	186.47
peak23472	chr13	96693219	96698317	.	5099	55.92	41.4	55.03	48.62	46.75	48.2	47.5	42.24
peak23473	chr13	96702834	96743207	.	40374	837.05	809.36	817.13	774.23	700.31	660.54	683.96	694.38
peak23474	chr13	96749749	96816612	.	66864	1678.54	1682.94	1752.57	1662.91	1438.38	1445.95	1383.75	1485.6
peak23475	chr13	96818610	96859331	.	40722	1917.31	1923.72	2013.95	1915.75	2020.93	1958.61	1824.94	1887.39
peak23476	chr13	96866189	96912334	.	46146	2081.53	2070.72	2186.36	2048.15	2123.41	2124.02	1998.05	2113.02
peak23477	chr13	96916043	97037680	.	121638	6176.24	5980.67	6093.19	6026.26	7015.71	6878.14	6199.96	6766.6
peak23478	chr13	97042735	97046126	.	3392	86.1	71.81	74.28	85.28	74.62	73.39	79.16	90.66
peak23479	chr13	97063656	97125960	.	62305	3585.2	3485.84	3517.07	3461.21	4021.18	4168.07	3751.22	3990.11
peak23481	chr13	97210467	97246209	.	35743	259.19	266.97	262.29	245.36	227.44	205.94	250.15	252.41
peak23482	chr13	97252489	97318868	.	66380	521.94	542.39	561.26	567.02	534.9	558.66	535.13	531.6
peak23483	chr13	97322678	97354649	.	31972	429.62	459.6	429.2	477.25	444.1	402.02	391.59	417.25
peak23484	chr13	97356319	97442866	.	86548	1011.03	1018.89	1073	1081.67	919.67	938.77	970	959.15
peak23485	chr13	97447454	97571115	.	123662	1903.11	1874.72	1896.56	1846.93	1665.83	1729.67	1684.56	1618.5
peak23486	chr13	97572833	97639965	.	67133	1145.06	1136.32	1067.5	1104.12	987.99	978.21	994.27	978.73
peak23487	chr13	97642863	97650751	.	7889	88.76	108.14	100.88	119.69	100.69	94.21	116.1	101.99
peak23488	chr13	97653877	97787809	.	133933	2640.75	2740.68	2655	2588.24	2590.89	2636.67	2587.01	2660.07
peak23489	chr13	97792177	97821179	.	29003	252.09	290.63	257.7	264.81	225.65	228.94	220.6	217.38
peak23490	chr13	97822112	97847835	.	25724	205.93	212.06	229.27	224.41	182.49	184.03	237.49	203.99
peak23491	chr13	97862186	97997616	.	135431	2773.01	2765.19	2727.45	2737.1	2447.05	2478.93	2444.52	2415.91
peak23492	chr13	98002062	98082020	.	79959	2725.07	2698.44	2686.18	2746.08	2725.74	2769.22	2581.73	2658.01
peak23493	chr13	98090718	98245330	.	154613	6626.28	6623.6	6512.31	6410.75	6974.36	6825.56	6662.26	6524.49
peak23494	chr13	98277562	98306397	.	28836	949.78	970.73	918.01	918.6	889.1	942.06	909.83	832.43
peak23495	chr13	98316267	98401791	.	85525	6981.33	6885.51	6743.42	6661.35	8682.44	8657.1	7833.86	8447.94
peak23496	chr13	98402936	98411900	.	8965	309.79	288.09	303.56	288	286.78	294.67	274.43	295.68
peak23497	chr13	98419881	98437309	.	17429	998.6	993.54	965.7	929.82	1213.64	1194.01	1186.37	1140.47
peak23498	chr13	98448154	98540244	.	92091	3002.91	2972.17	2964.98	2907.65	3292.1	3269.83	3247.75	3065.99
peak23499	chr13	98551278	98684514	.	133237	4340.59	4474.31	4159.95	4318.47	4408.64	4620.48	4442.56	4379.54
peak23500	chr13	98687129	98715513	.	28385	769.59	778.95	711.67	715.88	778.52	791.99	777.9	781.95
peak23501	chr13	98817540	98827301	.	9762	61.25	60.83	67.87	68.82	51.24	60.25	63.33	75.21
peak23502	chr13	98927086	98942033	.	14948	47.93	61.67	67.87	56.1	54.84	46.01	54.89	66.97
peak23503	chr13	98944600	98988265	.	43666	394.11	363.28	398.02	364.3	380.27	363.68	388.42	344.1
peak23504	chr13	98995570	98999485	.	3916	46.16	37.17	38.52	54.61	53.94	25.19	50.66	38.12
peak23505	chr13	99005718	99036903	.	31186	214.81	211.21	220.1	239.37	200.47	215.8	221.65	195.75
peak23506	chr13	99040717	99083747	.	43031	579.63	582.1	584.19	560.29	509.73	485.27	503.47	488.33
peak23507	chr13	99087222	99131367	.	44146	476.67	485.79	495.23	493.71	428.82	445.84	472.86	438.88
peak23508	chr13	99138241	99227108	.	88868	1874.71	1932.17	1949.75	1900.78	1850.12	1924.65	1744.73	1800.85
peak23509	chr13	99230827	99247329	.	16503	163.33	147	164.16	158.59	127.66	140.21	142.49	130.84
peak23510	chr13	99249238	99274774	.	25537	369.26	379.34	343.91	362.8	353.3	270.57	353.59	332.77
peak23511	chr13	99278812	99291330	.	12519	119.83	103.07	118.31	119.69	91.7	96.4	96.05	93.75
peak23512	chr13	99295429	99316332	.	20904	408.32	419.04	424.62	424.89	378.47	406.4	371.53	351.31
peak23514	chr13	99418959	99490037	.	71079	2929.23	2937.53	2832	2806.67	3191.41	3259.97	2953.27	3051.56
peak23515	chr13	99496818	99526969	.	30152	2716.2	2638.46	2777.89	2577.02	3548.31	3562.3	3086.26	3445.11
peak23516	chr13	99538209	99570261	.	32053	641.77	633.64	633.71	632.85	706.61	676.97	631.18	639.78
peak23517	chr13	99581797	99598168	.	16372	317.78	314.28	354.92	342.6	316.44	350.53	303.98	271.98
peak23518	chr13	99606633	99632613	.	25981	275.17	296.54	303.56	274.53	257.11	256.33	238.54	228.71
peak23519	chr13	99637379	99649618	.	12240	152.68	131.8	128.39	114.45	120.46	119.4	128.77	107.14
peak23520	chr13	99654346	99659441	.	5096	31.96	42.24	37.6	31.42	30.57	35.05	31.66	27.82
peak23521	chr13	99664789	99679872	.	15084	128.71	119.97	123.81	114.45	106.98	108.45	115.05	84.48
peak23522	chr13	99683445	99686235	.	2791	31.07	37.17	34.85	22.44	20.68	25.19	24.28	26.79
peak23523	chr13	99700146	99715875	.	15730	127.82	148.69	136.65	118.19	120.46	116.11	134.05	139.08
peak23524	chr13	99716695	99735489	.	18795	179.3	160.52	178.83	178.78	129.45	170.89	176.27	133.93
peak23525	chr13	99741472	99746441	.	4970	47.05	49.85	42.19	54.61	42.25	46.01	45.39	40.18
peak23526	chr13	99748618	99790830	.	42213	559.22	591.39	542.92	575.25	502.53	507.18	558.36	556.33
peak23527	chr13	99791408	99801758	.	10351	150.9	126.73	125.64	131.66	122.26	142.4	126.66	111.27
peak23528	chr13	99804528	99817002	.	12475	168.65	159.68	153.16	153.35	154.63	150.07	159.38	127.75
peak23529	chr13	99823142	99833105	.	9964	294.7	268.66	277.88	274.53	248.12	244.28	252.26	224.59
peak23530	chr13	99837461	99867598	.	30138	1892.46	1826.56	1844.28	1871.61	2306.81	2185.36	2069.82	2238.71
peak23531	chr13	99872856	99902127	.	29272	1932.4	1877.25	1930.49	1913.5	2296.92	2281.76	2086.71	2100.65
peak23532	chr13	99903361	99949729	.	46369	1322.59	1350.91	1331.63	1321.8	1492.32	1471.15	1235.98	1442.33
peak23533	chr13	99996989	100017434	.	20446	98.53	99.69	88.04	87.52	93.49	72.3	93.94	94.78
peak23534	chr13	100103177	100126166	.	22990	430.51	414.82	470.47	439.85	454.89	481.98	446.47	444.03
peak23535	chr13	100141663	100192629	.	50967	1149.5	1121.11	1139.95	1117.58	1011.36	991.35	987.94	979.76
peak23536	chr13	100196573	100222523	.	25951	221.91	205.3	219.19	219.18	201.37	216.89	217.43	184.41
peak23537	chr13	100242783	100282800	.	40018	332.87	367.51	363.17	326.9	331.73	313.29	343.03	331.74
peak23539	chr13	100315698	100321932	.	6235	58.58	50.69	51.36	39.65	40.45	41.63	41.16	40.18
peak23540	chr13	100324771	100338741	.	13971	185.52	187.56	192.59	222.92	196.88	197.18	197.38	164.84
peak23541	chr13	100339713	100375973	.	36261	232.56	225.57	251.28	235.63	227.44	253.04	265.98	253.44
peak23542	chr13	100384855	100415038	.	30184	298.25	318.51	313.65	293.98	287.68	276.05	302.93	280.22
peak23543	chr13	100418324	100458713	.	40390	1020.79	1064.51	1083.09	1037.54	1032.04	1003.4	1026.99	1055.99
peak23544	chr13	100494932	100519326	.	24395	1179.68	1153.22	1179.39	1092.15	1300.84	1273.97	1168.43	1236.28
peak23545	chr13	100523033	100539723	.	16691	647.09	634.48	642.89	608.91	628.39	616.72	593.19	669.65
peak23546	chr13	100542652	100583432	.	40781	2365.58	2324.18	2289.07	2281.54	2870.47	2880.95	2621.84	2735.28
peak23547	chr13	100594437	100620800	.	26364	277.83	282.18	289.8	265.56	166.31	171.98	224.82	202.96
peak23548	chr13	100744448	100755944	.	11497	94.09	98	110.05	84.53	89.9	98.59	102.38	93.75
peak23549	chr13	100791497	100795650	.	4154	8.88	8.45	7.34	14.21	10.79	19.72	14.78	11.33
peak23550	chr13	100831072	100864118	.	33047	283.16	278.8	252.2	271.54	240.03	247.56	272.32	237.98
peak23551	chr13	100869911	100923675	.	53765	740.3	811.9	708	778.72	731.78	756.93	636.46	731.47
peak23552	chr13	100928001	100942458	.	14458	79	87.86	88.96	83.78	59.33	66.82	78.11	73.15
peak23553	chr13	100944920	100980824	.	35905	476.67	501.84	456.71	462.29	431.51	419.55	435.92	404.88
