peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27ac_Rep1_S5	Arm_P14_Day30_H3K27ac_Rep2_S6	Arm_P14_Day30_H3K27ac_Rep3_S7	Arm_P14_Day30_H3K27ac_Rep4_S8
peak31383	chr15	73626639	73630461	.	3823	78.68	79.61	70.71	44.76
peak31384	chr15	73644640	73646986	.	2347	28.68	26.87	34.93	33.57
peak31385	chr15	73724126	73726055	.	1930	31.96	36.82	34.08	39.96
peak31386	chr15	73731032	73733865	.	2834	339.29	347.28	331.38	346.09
peak31387	chr15	73742728	73744624	.	1897	149.16	154.24	146.52	167.85
peak31388	chr15	73747563	73749697	.	2135	59.83	55.72	63.89	77.53
peak31389	chr15	73758900	73760468	.	1569	3.28	4.98	7.67	4.8
peak31391	chr15	74666708	74668102	.	1395	7.38	5.97	8.52	4.8
peak31392	chr15	74671990	74673830	.	1841	45.89	32.84	34.93	40.76
peak31393	chr15	74708131	74710342	.	2212	98.35	94.53	111.6	111.9
peak31394	chr15	74720936	74723852	.	2917	36.88	37.81	39.19	31.17
peak31396	chr15	74768184	74770383	.	2200	34.42	35.82	25.56	23.98
peak31397	chr15	74787328	74789109	.	1782	4.92	6.97	5.96	4
peak31399	chr15	74918181	74921396	.	3216	165.55	168.17	155.89	129.48
peak31400	chr15	74923513	74925028	.	1516	57.37	70.65	40.89	57.55
peak31401	chr15	74928511	74935785	.	7275	1035.09	1036.86	985.62	1052.66
peak31402	chr15	74953982	74958543	.	4562	286.84	302.5	310.08	265.36
peak31403	chr15	74959309	74960107	.	799	22.13	14.93	22.15	31.17
peak31405	chr15	74972083	74973427	.	1345	13.93	8.96	17.04	12.79
peak31406	chr15	74987818	74990517	.	2700	553.2	482.61	563.09	526.73
peak31407	chr15	74991799	74993931	.	2133	181.94	175.13	158.45	174.24
peak31408	chr15	74994144	74994931	.	788	63.11	72.64	67.3	73.53
peak31409	chr15	74995262	74999597	.	4336	413.87	401.01	442.12	436.41
peak31410	chr15	75020581	75022902	.	2322	16.39	24.88	27.26	25.58
peak31411	chr15	75033057	75034557	.	1501	9.02	3.98	5.96	0.8
peak31412	chr15	75046697	75051229	.	4533	117.2	98.51	118.41	131.08
peak31413	chr15	75051788	75053747	.	1960	44.26	69.65	55.37	50.36
peak31414	chr15	75088924	75091503	.	2580	22.95	22.89	31.52	27.18
peak31415	chr15	75110400	75113469	.	3070	379.45	365.19	364.6	385.26
peak31416	chr15	75113693	75118227	.	4535	910.52	862.73	885.1	906.39
peak31417	chr15	75133948	75136613	.	2666	243.41	219.91	251.3	224.6
peak31418	chr15	75137315	75138413	.	1099	27.86	46.77	46	40.76
peak31420	chr15	75615612	75617294	.	1683	67.2	70.65	67.3	55.95
peak31421	chr15	75631356	75635405	.	4050	90.15	90.55	90.3	94.32
peak31422	chr15	75641517	75643957	.	2441	112.28	124.38	128.63	121.49
peak31423	chr15	75677933	75679609	.	1677	49.99	51.74	43.45	47.96
peak31424	chr15	75796688	75798817	.	2130	43.44	41.79	41.74	31.17
peak31426	chr15	75840937	75842843	.	1907	36.88	28.86	37.48	43.16
peak31427	chr15	75861186	75863240	.	2055	162.27	172.15	158.45	149.47
peak31429	chr15	75908175	75909790	.	1616	118.02	115.43	114.15	96.71
peak31430	chr15	75920109	75922241	.	2133	113.92	117.42	105.63	99.91
peak31431	chr15	75928984	75930295	.	1312	34.42	30.85	30.67	31.17
peak31432	chr15	75940387	75941973	.	1587	36.06	28.86	34.93	37.57
peak31434	chr15	75968645	75970358	.	1714	31.96	39.8	29.82	43.96
peak31435	chr15	75979877	75982654	.	2778	170.47	185.08	167.82	180.64
peak31436	chr15	75988540	75990458	.	1919	31.96	39.8	28.96	37.57
peak31438	chr15	76036880	76038411	.	1532	36.06	32.84	35.78	40.76
peak31439	chr15	76053096	76054956	.	1861	36.06	29.85	44.3	34.37
peak31440	chr15	76068495	76070629	.	2135	81.14	83.59	73.26	71.94
peak31441	chr15	76079675	76081820	.	2146	156.53	153.24	135.45	127.09
peak31443	chr15	76189612	76191094	.	1483	66.38	40.8	54.52	48.76
peak31444	chr15	76192535	76193237	.	703	34.42	28.86	28.11	27.18
peak31445	chr15	76194764	76200300	.	5537	287.66	295.54	310.93	262.97
peak31446	chr15	76206899	76208069	.	1171	32.78	30.85	34.93	27.18
peak31447	chr15	76220567	76221866	.	1300	2.46	1.99	10.22	7.99
peak31448	chr15	76231716	76233241	.	1526	18.85	17.91	19.59	17.58
peak31449	chr15	76242673	76244029	.	1357	71.3	80.6	65.59	73.53
peak31450	chr15	76246261	76247568	.	1308	25.41	22.89	33.22	30.37
peak31451	chr15	76272677	76275550	.	2874	381.09	432.86	391.86	417.23
peak31452	chr15	76293678	76295564	.	1887	85.23	102.49	91.15	83.93
peak31453	chr15	76298765	76300583	.	1819	186.86	179.11	178.04	181.44
peak31454	chr15	76311365	76313031	.	1667	140.96	128.36	125.23	143.87
peak31455	chr15	76316223	76318771	.	2549	453.21	450.77	427.64	473.98
peak31456	chr15	76326623	76328388	.	1766	123.75	123.39	110.74	117.5
peak31457	chr15	76330829	76332908	.	2080	40.16	51.74	44.3	43.96
peak31458	chr15	76342921	76345019	.	2099	23.77	21.89	18.74	20.78
peak31459	chr15	76349428	76352136	.	2709	113.1	89.56	126.93	131.88
peak31461	chr15	76379328	76381264	.	1937	71.3	49.75	69	63.14
peak31462	chr15	76476822	76478312	.	1491	49.99	42.79	61.34	39.96
peak31463	chr15	76510645	76512980	.	2336	72.94	67.66	72.41	55.15
peak31464	chr15	76513899	76515266	.	1368	85.23	85.58	78.37	69.54
peak31465	chr15	76537624	76539578	.	1955	49.99	48.76	51.11	52.75
peak31466	chr15	76575858	76577930	.	2073	31.96	33.83	27.26	29.57
peak31467	chr15	76606442	76607828	.	1387	21.31	21.89	18.74	18.38
peak31468	chr15	76615648	76618349	.	2702	331.92	334.34	319.45	361.28
peak31469	chr15	76625122	76626810	.	1689	122.11	109.46	112.45	113.5
peak31470	chr15	76639001	76640521	.	1521	37.7	36.82	46	40.76
peak31473	chr15	76659510	76660720	.	1211	99.99	81.6	88.6	94.32
peak31474	chr15	76666300	76667789	.	1490	44.26	38.81	31.52	32.77
peak31475	chr15	76670773	76672436	.	1664	31.96	45.77	36.63	34.37
peak31476	chr15	76697309	76698640	.	1332	49.17	37.81	34.93	42.36
peak31477	chr15	76700751	76702498	.	1748	73.76	56.72	65.59	71.94
peak31478	chr15	76709971	76711574	.	1604	32.78	39.8	31.52	31.97
peak31479	chr15	76715031	76716267	.	1237	35.24	36.82	35.78	34.37
peak31480	chr15	76722241	76724927	.	2687	57.37	71.65	68.15	71.14
peak31481	chr15	76756456	76759072	.	2617	73.76	84.58	69	82.33
peak31482	chr15	76766402	76767407	.	1006	36.06	33.83	28.11	35.97
peak31483	chr15	76769700	76771153	.	1454	92.61	87.57	67.3	74.33
peak31485	chr15	76795152	76796824	.	1673	18.03	11.94	11.93	15.19
peak31486	chr15	76798350	76800179	.	1830	30.32	36.82	28.11	44.76
peak31487	chr15	76800881	76802823	.	1943	18.85	9.95	7.67	11.19
peak31488	chr15	76869145	76872688	.	3544	72.94	80.6	69	77.53
peak31489	chr15	76878764	76880349	.	1586	43.44	43.78	39.19	33.57
peak31490	chr15	76899052	76900504	.	1453	65.56	82.59	63.04	77.53
peak31491	chr15	76903881	76905569	.	1689	27.05	42.79	48.56	31.17
peak31492	chr15	76924634	76926374	.	1741	59.83	59.7	61.34	48.76
peak31493	chr15	76947632	76949668	.	2037	100.8	97.52	98.82	84.72
peak31494	chr15	77070966	77071920	.	955	3.28	1.99	7.67	2.4
peak31495	chr15	77122446	77123628	.	1183	0.82	2.99	0.85	5.6
peak31496	chr15	77417874	77420281	.	2408	37.7	28.86	28.96	33.57
peak31497	chr15	77445664	77448068	.	2405	40.16	29.85	32.37	35.97
peak31498	chr15	77595265	77596689	.	1425	22.95	18.91	21.3	11.99
peak31500	chr15	77698154	77701096	.	2943	128.67	122.39	126.93	104.71
peak31501	chr15	77704743	77706184	.	1442	46.71	46.77	40.89	38.37
peak31502	chr15	77721317	77723629	.	2313	49.17	45.77	44.3	40.76
peak31504	chr15	77788786	77790900	.	2115	177.84	141.3	148.23	136.68
peak31505	chr15	77798366	77802013	.	3648	182.76	158.22	188.26	159.06
peak31506	chr15	77805373	77807775	.	2403	120.47	140.31	119.26	120.69
peak31507	chr15	77814177	77817996	.	3820	240.13	241.8	266.64	235.79
peak31508	chr15	77819793	77820783	.	991	72.94	112.44	94.56	94.32
peak31509	chr15	77832768	77836549	.	3782	565.49	498.53	526.46	536.32
peak31510	chr15	77837075	77839738	.	2664	263.08	272.65	258.12	217.41
peak31511	chr15	77840309	77841147	.	839	63.11	73.64	74.11	77.53
peak31512	chr15	77841695	77842857	.	1163	95.07	87.57	93.71	90.32
peak31513	chr15	77848959	77851940	.	2982	109	100.5	86.04	100.71
peak31514	chr15	77854522	77855935	.	1414	59.01	39.8	51.96	55.95
peak31516	chr15	77876804	77878248	.	1445	10.65	13.93	23	11.99
peak31517	chr15	77894759	77895986	.	1228	14.75	14.93	16.19	8.79
peak31518	chr15	77904277	77905968	.	1692	10.65	13.93	15.33	8.79
peak31519	chr15	77927792	77929961	.	2170	92.61	104.48	86.04	93.52
peak31520	chr15	77969342	77971931	.	2590	277.01	276.63	241.08	260.57
peak31522	chr15	78170440	78175317	.	4878	229.47	239.81	212.12	214.21
peak31524	chr15	78244283	78246779	.	2497	165.55	155.23	149.93	139.88
peak31525	chr15	78247738	78249151	.	1414	49.17	60.7	63.89	44.76
peak31526	chr15	78390429	78391996	.	1568	27.05	21.89	34.08	27.98
peak31527	chr15	78405718	78407411	.	1694	104.08	119.41	123.52	102.31
peak31528	chr15	78447682	78451441	.	3760	154.08	138.31	138.86	147.07
peak31529	chr15	78456483	78458191	.	1709	21.31	19.9	16.19	16.79
peak31530	chr15	78462565	78463735	.	1171	35.24	23.88	32.37	31.97
peak31531	chr15	78475035	78476889	.	1855	81.96	57.71	69	71.94
peak31533	chr15	78492736	78496509	.	3774	384.37	371.16	368.86	354.88
peak31534	chr15	78501773	78504062	.	2290	37.7	56.72	43.45	58.35
peak31535	chr15	78509871	78513082	.	3212	391.75	404	407.2	408.44
peak31536	chr15	78514678	78515140	.	463	43.44	36.82	33.22	38.37
peak31537	chr15	78515335	78517127	.	1793	115.56	133.34	138	135.88
peak31538	chr15	78517824	78518940	.	1117	59.83	71.65	79.22	72.74
peak31539	chr15	78527344	78529493	.	2150	284.38	242.8	266.64	285.35
peak31540	chr15	78531670	78532342	.	673	28.68	40.8	35.78	32.77
peak31541	chr15	78557509	78559917	.	2409	183.58	193.04	201.04	193.43
peak31542	chr15	78563694	78568039	.	4346	341.75	367.18	354.38	334.1
peak31543	chr15	78569645	78570382	.	738	47.53	54.73	55.37	50.36
peak31544	chr15	78571429	78573386	.	1958	118.02	107.47	104.78	123.09
peak31545	chr15	78576080	78576888	.	809	44.26	44.78	46	40.76
peak31546	chr15	78579888	78582270	.	2383	116.38	89.56	102.23	105.51
peak31547	chr15	78588566	78590018	.	1453	95.89	82.59	80.08	84.72
peak31548	chr15	78591393	78593056	.	1664	107.36	105.48	108.19	97.51
peak31549	chr15	78593877	78595382	.	1506	109	112.44	114.15	108.7
peak31550	chr15	78596620	78598137	.	1518	76.22	73.64	78.37	63.94
peak31551	chr15	78605278	78606947	.	1670	37.7	36.82	34.08	44.76
peak31552	chr15	78612910	78615515	.	2606	170.47	187.07	180.6	199.82
peak31553	chr15	78683118	78684186	.	1069	11.47	3.98	6.82	4
peak31554	chr15	78770501	78773965	.	3465	326.18	329.37	282.82	270.16
peak31557	chr15	78834500	78836913	.	2414	122.11	117.42	109.89	115.9
peak31558	chr15	78876186	78878504	.	2319	158.99	174.14	178.04	164.65
peak31559	chr15	78894040	78899700	.	5661	420.43	429.87	433.61	401.24
peak31561	chr15	78922645	78924437	.	1793	163.91	168.17	178.04	161.46
peak31562	chr15	78925729	78928547	.	2819	138.5	123.39	124.37	127.89
peak31563	chr15	78934442	78935792	.	1351	25.41	23.88	25.56	23.18
peak31564	chr15	78982223	78984740	.	2518	95.07	97.52	86.04	79.13
peak31565	chr15	79027420	79030908	.	3489	42.62	37.81	41.74	46.36
peak31567	chr15	79051103	79054117	.	3015	267.99	288.57	253.86	267.76
peak31568	chr15	79062027	79063861	.	1835	72.94	64.68	67.3	69.54
peak31569	chr15	79074594	79076152	.	1559	49.99	60.7	55.37	46.36
peak31570	chr15	79108353	79110404	.	2052	87.69	68.66	63.04	59.95
peak31571	chr15	79113887	79115940	.	2054	23.77	30.85	28.96	31.17
peak31573	chr15	79208515	79209946	.	1432	37.7	40.8	48.56	46.36
peak31574	chr15	79228559	79230016	.	1458	71.3	61.69	58.78	58.35
peak31575	chr15	79322494	79324353	.	1860	92.61	83.59	85.19	91.12
peak31576	chr15	79327192	79329010	.	1819	84.41	94.53	70.71	70.34
peak31577	chr15	79346743	79348669	.	1927	25.41	35.82	33.22	36.77
peak31578	chr15	79373619	79375565	.	1947	6.56	0	6.82	2.4
peak31579	chr15	79402420	79404266	.	1847	72.12	74.63	67.3	81.53
peak31580	chr15	79413873	79415330	.	1458	31.14	26.87	30.67	37.57
peak31581	chr15	79440496	79442862	.	2367	34.42	42.79	30.67	32.77
peak31583	chr15	79538095	79539442	.	1348	27.86	21.89	32.37	16.79
peak31584	chr15	79544496	79547592	.	3097	253.24	317.43	265.79	314.92
peak31585	chr15	79577395	79578597	.	1203	11.47	9.95	13.63	10.39
peak31586	chr15	79657876	79659941	.	2066	83.59	94.53	88.6	88.72
peak31587	chr15	79670345	79671831	.	1487	22.95	22.89	25.56	15.99
peak31588	chr15	79687132	79688888	.	1757	115.56	128.36	117.56	127.09
peak31589	chr15	79690175	79691191	.	1017	76.22	76.62	71.56	66.34
peak31590	chr15	79692844	79695084	.	2241	269.63	294.54	291.34	285.35
peak31591	chr15	79723061	79724460	.	1400	28.68	35.82	40.89	35.97
peak31592	chr15	79728558	79730193	.	1636	73.76	80.6	87.74	102.31
peak31593	chr15	79734530	79736088	.	1559	27.05	26.87	17.89	22.38
peak31594	chr15	79738880	79743022	.	4143	323.72	331.36	299.01	331.7
peak31595	chr15	79748780	79750004	.	1225	0.82	3.98	7.67	6.39
peak31596	chr15	79773602	79775109	.	1508	43.44	44.78	41.74	44.76
peak31598	chr15	79891271	79896758	.	5488	420.43	430.87	476.2	437.21
peak31599	chr15	79898145	79899177	.	1033	71.3	83.59	72.41	77.53
peak31600	chr15	79899510	79902034	.	2525	387.65	387.08	342.45	370.87
peak31601	chr15	79913829	79915081	.	1253	16.39	13.93	24.7	27.18
peak31603	chr15	79926776	79929296	.	2521	194.23	211.95	231.71	203.02
peak31604	chr15	79931909	79934325	.	2417	118.02	100.5	128.63	140.67
peak31605	chr15	79949948	79951425	.	1478	51.63	44.78	51.96	51.95
peak31606	chr15	79954985	79957387	.	2403	96.71	98.51	105.63	113.5
peak31607	chr15	80008728	80010755	.	2028	57.37	56.72	51.11	55.95
peak31608	chr15	80011709	80012301	.	593	6.56	8.96	11.93	9.59
peak31609	chr15	80012774	80013835	.	1062	20.49	25.87	23.85	23.98
peak31610	chr15	80014648	80015604	.	957	7.38	12.94	13.63	16.79
peak31612	chr15	80024052	80026202	.	2151	40.98	34.83	45.15	39.17
peak31613	chr15	80082758	80084472	.	1715	125.39	130.35	124.37	136.68
peak31614	chr15	80132902	80134354	.	1453	53.27	48.76	41.74	46.36
peak31615	chr15	80145682	80146637	.	956	15.57	23.88	21.3	14.39
peak31616	chr15	80148344	80150283	.	1940	68.84	59.7	65.59	58.35
peak31617	chr15	80191631	80193235	.	1605	30.32	23.88	27.26	22.38
peak31618	chr15	80218332	80220302	.	1971	59.83	40.8	40.89	41.56
peak31619	chr15	80233271	80234875	.	1605	73.76	76.62	86.89	65.54
peak31620	chr15	80253820	80256681	.	2862	208.17	216.93	240.23	242.98
peak31621	chr15	80263700	80265179	.	1480	67.2	43.78	40.89	50.36
peak31625	chr15	80502840	80504197	.	1358	12.29	8.96	10.22	6.39
peak31626	chr15	80505757	80508616	.	2860	67.2	83.59	75.82	77.53
peak31628	chr15	80530287	80531818	.	1532	9.02	1.99	9.37	4
peak31629	chr15	80535929	80541016	.	5088	47.53	44.78	41.74	37.57
peak31630	chr15	80543849	80544845	.	997	22.95	18.91	15.33	16.79
peak31631	chr15	80554532	80556086	.	1555	89.33	95.53	84.34	77.53
peak31632	chr15	80556952	80558208	.	1257	54.09	63.68	55.37	55.15
peak31633	chr15	80559335	80561864	.	2530	272.09	256.73	276.01	261.37
peak31634	chr15	80566338	80568018	.	1681	86.87	94.53	99.67	95.91
peak31635	chr15	80571152	80573812	.	2661	321.26	301.51	344.16	306.13
peak31636	chr15	80574640	80575633	.	994	111.46	105.48	136.3	127.09
peak31637	chr15	80580495	80583933	.	3439	229.47	229.86	258.12	222.2
peak31638	chr15	80587596	80588441	.	846	92.61	112.44	73.26	98.31
peak31639	chr15	80588625	80591250	.	2626	425.35	390.07	392.71	387.65
peak31640	chr15	80598968	80600169	.	1202	154.08	149.26	151.63	150.27
peak31641	chr15	80601806	80603456	.	1651	110.64	97.52	101.37	110.3
peak31642	chr15	80609579	80611998	.	2420	236.03	233.84	240.23	226.2
peak31643	chr15	80614084	80615303	.	1220	163.09	150.26	138.86	134.28
peak31644	chr15	80617053	80618557	.	1505	116.38	125.38	118.41	131.08
peak31645	chr15	80618764	80620376	.	1613	128.67	121.4	134.6	145.47
peak31646	chr15	80629746	80633116	.	3371	163.91	165.18	184.01	151.86
peak31647	chr15	80636424	80637007	.	584	22.95	20.9	21.3	17.58
peak31648	chr15	80637993	80640516	.	2524	158.99	146.28	138	132.68
peak31649	chr15	80680913	80682351	.	1439	52.45	53.73	53.67	56.75
peak31650	chr15	80696011	80699609	.	3599	440.1	419.92	405.49	402.84
peak31651	chr15	80710079	80712767	.	2689	218	218.92	220.64	234.99
peak31652	chr15	80720734	80723368	.	2635	18.03	16.92	32.37	28.77
peak31653	chr15	80734157	80736346	.	2190	176.2	226.88	160.15	184.64
peak31654	chr15	80739614	80740517	.	904	38.52	48.76	51.11	44.76
peak31655	chr15	80742241	80744733	.	2493	122.11	142.3	109.89	115.1
peak31656	chr15	80779892	80780874	.	983	9.83	17.91	13.63	10.39
peak31657	chr15	80787163	80788413	.	1251	10.65	2.99	5.96	4.8
peak31658	chr15	80797222	80801505	.	4284	380.27	400.02	360.34	398.84
peak31659	chr15	80813546	80816058	.	2513	134.41	135.33	148.23	135.08
peak31660	chr15	80834706	80836067	.	1362	22.95	21.89	27.26	19.98
peak31661	chr15	80890712	80893292	.	2581	36.88	26.87	37.48	38.37
peak31662	chr15	80895236	80897774	.	2539	204.89	205.98	178.04	193.43
peak31663	chr15	80901627	80903073	.	1447	9.02	5.97	11.93	8.79
peak31665	chr15	80921193	80922653	.	1461	47.53	48.76	39.19	44.76
peak31666	chr15	80923926	80924956	.	1031	31.96	39.8	36.63	30.37
peak31667	chr15	80929790	80931926	.	2137	146.7	149.26	176.34	166.25
peak31668	chr15	80938056	80939605	.	1550	22.95	20.9	24.7	22.38
peak31669	chr15	80940894	80942526	.	1633	16.39	21.89	11.93	15.99
peak31670	chr15	80947915	80949913	.	1999	56.55	56.72	69	63.94
peak31672	chr15	81027346	81028786	.	1441	43.44	44.78	39.19	37.57
peak31673	chr15	81032827	81033919	.	1093	61.47	60.7	57.93	51.15
peak31674	chr15	81034653	81036009	.	1357	104.08	98.51	93.71	86.32
peak31675	chr15	81043254	81047186	.	3933	610.57	627.89	562.24	587.48
peak31676	chr15	81059769	81061314	.	1546	9.83	9.95	9.37	9.59
peak31677	chr15	81067553	81069513	.	1961	40.16	49.75	47.71	54.35
peak31678	chr15	81080020	81082852	.	2833	75.4	79.61	82.63	94.32
peak31679	chr15	81096165	81099155	.	2991	201.61	200.01	210.41	201.42
peak31680	chr15	81100890	81101991	.	1102	20.49	20.9	21.3	24.78
peak31681	chr15	81103910	81105508	.	1599	103.26	112.44	96.26	115.9
peak31682	chr15	81130705	81132551	.	1847	22.95	22.89	23.85	11.99
peak31683	chr15	81154340	81155827	.	1488	14.75	15.92	11.93	11.99
peak31684	chr15	81165764	81167457	.	1694	13.11	17.91	16.19	19.18
peak31685	chr15	81189907	81191830	.	1924	57.37	69.65	61.34	52.75
peak31686	chr15	81199118	81199955	.	838	9.02	5.97	11.93	12.79
peak31687	chr15	81300531	81302998	.	2468	287.66	321.41	299.86	276.55
peak31688	chr15	81303662	81304723	.	1062	9.83	14.93	23	10.39
peak31689	chr15	81329422	81330740	.	1319	9.83	8.96	11.07	7.99
peak31690	chr15	81352895	81354003	.	1109	14.75	5.97	7.67	7.99
peak31691	chr15	81359778	81361592	.	1815	60.65	74.63	77.52	72.74
peak31692	chr15	81392581	81394170	.	1590	28.68	23.88	25.56	21.58
peak31693	chr15	81398667	81400724	.	2058	110.64	110.45	101.37	111.1
peak31694	chr15	81416238	81417655	.	1418	20.49	24.88	23	19.18
peak31696	chr15	81465119	81467526	.	2408	137.68	148.27	154.19	146.27
peak31697	chr15	81480589	81482135	.	1547	40.98	49.75	53.67	48.76
peak31698	chr15	81510729	81512658	.	1930	86.87	76.62	80.93	73.53
peak31699	chr15	81513561	81515085	.	1525	84.41	106.47	81.78	85.52
peak31700	chr15	81521365	81524032	.	2668	186.04	198.02	186.56	185.43
peak31701	chr15	81584352	81588103	.	3752	175.38	187.07	189.12	221.4
peak31702	chr15	81602664	81603929	.	1266	30.32	32.84	28.11	29.57
peak31703	chr15	81663613	81665048	.	1436	31.14	29.85	29.82	35.17
peak31704	chr15	81667175	81668217	.	1043	24.59	28.86	31.52	19.18
peak31705	chr15	81699799	81701377	.	1579	5.74	3.98	7.67	3.2
peak31706	chr15	81728392	81730694	.	2303	41.8	44.78	51.11	38.37
peak31707	chr15	81744513	81746331	.	1819	16.39	15.92	16.19	26.38
peak31708	chr15	81776954	81778542	.	1589	26.23	18.91	28.96	24.78
peak31710	chr15	81809775	81811985	.	2211	144.24	162.2	131.19	172.65
peak31711	chr15	81818641	81820711	.	2071	86.87	64.68	93.71	82.33
peak31712	chr15	81855919	81860386	.	4468	183.58	204.98	241.93	195.83
peak31713	chr15	81871403	81873847	.	2445	125.39	133.34	147.37	131.88
peak31716	chr15	81925430	81928880	.	3451	33.6	38.81	38.33	25.58
peak31718	chr15	81959714	81961705	.	1992	49.99	53.73	49.41	51.15
peak31720	chr15	81968014	81969885	.	1872	29.5	28.86	40.04	35.17
peak31721	chr15	82014008	82017318	.	3311	116.38	114.43	106.48	97.51
peak31722	chr15	82026818	82028659	.	1842	10.65	2.99	10.22	7.19
peak31723	chr15	82046003	82048125	.	2123	70.48	69.65	61.34	85.52
peak31724	chr15	82127315	82128920	.	1606	78.68	86.57	64.74	61.55
peak31725	chr15	82145887	82148579	.	2693	131.13	142.3	143.12	120.69
peak31726	chr15	82155508	82157317	.	1810	50.81	32.84	50.26	43.16
peak31727	chr15	82161834	82162733	.	900	25.41	36.82	42.59	29.57
peak31728	chr15	82163038	82164711	.	1674	117.2	129.36	98.82	126.29
peak31729	chr15	82165125	82168579	.	3455	340.93	347.28	326.27	348.49
peak31730	chr15	82185659	82188644	.	2986	181.94	169.16	194.23	191.03
peak31732	chr15	82243446	82245072	.	1627	37.7	44.78	44.3	39.96
peak31733	chr15	82337864	82339411	.	1548	89.33	84.58	97.97	79.13
peak31734	chr15	82341269	82342576	.	1308	133.59	123.39	115	107.9
peak31735	chr15	82345656	82347589	.	1934	136.05	143.29	120.97	125.49
peak31736	chr15	82353219	82355791	.	2573	159.81	185.08	185.71	187.03
